Ojibwe,English,Words w/ Ambiguity,Pre-disambiguation CG Output,Expected CG Output,Notes
Obwaanawitoon ji-boozid naabikwaanensiwi-jiimaan; onzaam ishpoonagadini.,He isn't able to get aboard the motorboat because its sides are too high.,"""<ji-boozid>""
	""boozi"" PVTense/daa VAI Cnj Pos Neu 3SgProxSubj
	""boozi"" PVTense/ga VAI Cnj Pos Neu 3SgProxSubj","""<obwaanawitoon>""
	""bwaanawitoon"" VTI Ind Pos Neu 3SgProxSubj 0SgObj
""<ji-boozid>""
	""boozi"" PVTense/daa VAI Cnj Pos Neu 3SgProxSubj
	""boozi"" PVTense/ga VAI Cnj Pos Neu 3SgProxSubj
""<naabikwaanensiwi-jiimaan;>""

""<onzaam>""
	""onzaam"" ADVQnt
""<ishpoonagadini>""
	""ishpoonagad"" VII Ind Pos Neu 0SgObvSubj
""<.>""
","""<obwaanawitoon>""
	""bwaanawitoon"" VTI Ind Pos Neu 3SgProxSubj 0SgObj
""<ji-boozid>""
	""boozi"" PVTense/daa VAI Cnj Pos Neu 3SgProxSubj
	""boozi"" PVTense/ga VAI Cnj Pos Neu 3SgProxSubj
""<naabikwaanensiwi-jiimaan;>""

""<onzaam>""
	""onzaam"" ADVQnt
""<ishpoonagadini>""
	""ishpoonagad"" VII Ind Pos Neu 0SgObvSubj
""<.>""
",
Gojip a'awe name.,Taste that sturgeon.,"""<gojip>""
	""gojipwi"" VTA Imp Sim 2SgSubj 3SgProxObj
	""gojip"" VTA Imp Sim 2SgSubj 3SgProxObj
	""gojipwi"" VTA Imp Sim 2SgSubj 3PlProxObj
	""gojip"" VTA Imp Sim 2SgSubj 3PlProxObj","""<gojip>""
	""gojipwi"" VTA Imp Sim 2SgSubj 3SgProxObj
	""gojip"" VTA Imp Sim 2SgSubj 3SgProxObj
	""gojipwi"" VTA Imp Sim 2SgSubj 3PlProxObj
	""gojip"" VTA Imp Sim 2SgSubj 3PlProxObj
""<a'awe>""
	""a'awe"" PRONDem
""<name>""
	""name"" NA ProxSg
""<.>""
","""<gojip>""
	""gojipwi"" VTA Imp Sim 2SgSubj 3SgProxObj
	""gojip"" VTA Imp Sim 2SgSubj 3SgProxObj
	""gojipwi"" VTA Imp Sim 2SgSubj 3PlProxObj
	""gojip"" VTA Imp Sim 2SgSubj 3PlProxObj
""<a'awe>""
	""a'awe"" PRONDem
""<name>""
	""name"" NA ProxSg
""<.>""
",
Wiinad i'iw adoopowinaak. Mii na go ji-biinitooyamban?,That table is dirty. Can you clean it?,"""<ji-biinitooyamban>""
	""biinitoon"" PVTense/daa VTI Cnj Pos Prt 2SgSubj 0PlObj
	""biinitoon"" PVTense/ga VTI Cnj Pos Prt 2SgSubj 0PlObj
	""biinitoon"" PVTense/daa VTI Cnj Pos Prt 2SgSubj 0SgObj
	""biinitoon"" PVTense/ga VTI Cnj Pos Prt 2SgSubj 0SgObj","""<wiinad>""
	""wiinad"" VII Ind Pos Neu 0SgSubj
""<i'iw>""
	""i'iw"" PRONDem
""<adoopowinaak>""
	""adoopowinaak"" NI Sg
""<.>""

""<mii>""
	""mii"" ADVPred
""<na>""
	""na"" PCDisc
""<go>""
	""go"" PCDisc
""<ji-biinitooyamban>""
	""biinitoon"" PVTense/daa VTI Cnj Pos Prt 2SgSubj 0PlObj
	""biinitoon"" PVTense/ga VTI Cnj Pos Prt 2SgSubj 0PlObj
	""biinitoon"" PVTense/daa VTI Cnj Pos Prt 2SgSubj 0SgObj
	""biinitoon"" PVTense/ga VTI Cnj Pos Prt 2SgSubj 0SgObj
""<?>""
","""<wiinad>""
	""wiinad"" VII Ind Pos Neu 0SgSubj
""<i'iw>""
	""i'iw"" PRONDem
""<adoopowinaak>""
	""adoopowinaak"" NI Sg
""<.>""

""<mii>""
	""mii"" ADVPred
""<na>""
	""na"" PCDisc
""<go>""
	""go"" PCDisc
""<ji-biinitooyamban>""
	""biinitoon"" PVTense/daa VTI Cnj Pos Prt 2SgSubj 0PlObj
	""biinitoon"" PVTense/ga VTI Cnj Pos Prt 2SgSubj 0PlObj
	""biinitoon"" PVTense/daa VTI Cnj Pos Prt 2SgSubj 0SgObj
	""biinitoon"" PVTense/ga VTI Cnj Pos Prt 2SgSubj 0SgObj
""<?>""
",
Niibaa-dibik ingii-nooji'aag gichi-mooseg gii-mindookak.,I hunted for night crawlers late at night when there was dew.,"""<niibaa-dibik>""
	""niibaa-dibik"" ADVTmp
	""dibik"" PVLex/niibaa ADVTmp
""<gichi-mooseg>""
	""PNLex/gichi"" moose NA ProxPl
	""PNLex/chi"" moose NA ProxPl 2SgPoss
""<gii-mindookak>""
	""mindookad"" PVTense/gii VII Cnj Pos Neu 0SgSubj
	""mindookad"" PVTense/gii VII Cnj Pos Neu 0PlSubj","""<niibaa-dibik>""
	""niibaa-dibik"" ADVTmp
	""dibik"" PVLex/niibaa ADVTmp
""<ingii-nooji'aag>""
	""nooji'"" PVTense/gii VTA Ind Pos Neu 1SgSubj 3PlProxObj
""<gichi-mooseg>""
	""PNLex/gichi"" moose NA ProxPl
	""PNLex/chi"" moose NA ProxPl 2SgPoss
""<gii-mindookak>""
	""mindookad"" PVTense/gii VII Cnj Pos Neu 0SgSubj
	""mindookad"" PVTense/gii VII Cnj Pos Neu 0PlSubj
""<.>""
","""<niibaa-dibik>""
	""niibaa-dibik"" ADVTmp
	""dibik"" PVLex/niibaa ADVTmp
""<ingii-nooji'aag>""
	""nooji'"" PVTense/gii VTA Ind Pos Neu 1SgSubj 3PlProxObj
""<gichi-mooseg>""
	""PNLex/gichi"" moose NA ProxPl
	""PNLex/chi"" moose NA ProxPl 2SgPoss
""<gii-mindookak>""
	""mindookad"" PVTense/gii VII Cnj Pos Neu 0SgSubj
	""mindookad"" PVTense/gii VII Cnj Pos Neu 0PlSubj
""<.>""
",
Bakaan gaye wiin odina'aan iwe nagamon gaa-noondang.,He sings that song different from the way he heard it.,"""<wiin>""
	""iiw"" NAD ObvPl 3SgProxPoss
	""iiw"" NAD ObvSg 3SgProxPoss
	""wiin"" PRONPer
	""wiin"" PCDisc
""<nagamon>""
	""nagamo"" VAI Imp Sim 2SgSubj
	""nagamon"" NI Sg
""<gaa-noondang>""
	""noondam"" PVSub/gaa VAI Cnj Pos Neu 3SgProxSubj
	""noondan"" PVSub/gaa VTI Cnj Pos Neu 3SgProxSubj 0SgObj
	""noondan"" PVSub/gaa VTI Cnj Pos Neu 3SgProxSubj 0PlObj
	""noondam"" PVTense/gii VAI Pcp Pos Neu 3SgProxSubj 3SgProxHead
	""noondam"" PVTense/gii VAI Pcp Pos Neu 3PlProxSubj 3PlProxHead","""<bakaan>""
	""bakaan"" ADVMan
""<gaye>""
	""gaye"" ADVConj
""<wiin>""
	""iiw"" NAD ObvPl 3SgProxPoss
	""iiw"" NAD ObvSg 3SgProxPoss
	""wiin"" PRONPer
	""wiin"" PCDisc
""<odina'aan>""
	""ina'an"" VTI Ind Pos Neu 3SgProxSubj 0SgObj
""<iwe>""

""<nagamon>""
	""nagamo"" VAI Imp Sim 2SgSubj
	""nagamon"" NI Sg
""<gaa-noondang>""
	""noondam"" PVSub/gaa VAI Cnj Pos Neu 3SgProxSubj
	""noondan"" PVSub/gaa VTI Cnj Pos Neu 3SgProxSubj 0SgObj
	""noondan"" PVSub/gaa VTI Cnj Pos Neu 3SgProxSubj 0PlObj
	""noondam"" PVTense/gii VAI Pcp Pos Neu 3SgProxSubj 3SgProxHead
	""noondam"" PVTense/gii VAI Pcp Pos Neu 3PlProxSubj 3PlProxHead
""<.>""
","""<bakaan>""
	""bakaan"" ADVMan
""<gaye>""
	""gaye"" ADVConj
""<wiin>""
	""iiw"" NAD ObvPl 3SgProxPoss
	""iiw"" NAD ObvSg 3SgProxPoss
	""wiin"" PRONPer
	""wiin"" PCDisc
""<odina'aan>""
	""ina'an"" VTI Ind Pos Neu 3SgProxSubj 0SgObj
""<iwe>""

""<nagamon>""
	""nagamo"" VAI Imp Sim 2SgSubj
	""nagamon"" NI Sg
""<gaa-noondang>""
	""noondam"" PVSub/gaa VAI Cnj Pos Neu 3SgProxSubj
	""noondan"" PVSub/gaa VTI Cnj Pos Neu 3SgProxSubj 0SgObj
	""noondan"" PVSub/gaa VTI Cnj Pos Neu 3SgProxSubj 0PlObj
	""noondam"" PVTense/gii VAI Pcp Pos Neu 3SgProxSubj 3SgProxHead
	""noondam"" PVTense/gii VAI Pcp Pos Neu 3PlProxSubj 3PlProxHead
""<.>""
",
Dakoosin nagamon.,It is a short song.,"""<nagamon>""
	""nagamo"" VAI Imp Sim 2SgSubj
	""nagamon"" NI Sg","""<dakoosin>""

""<nagamon>""
	""nagamo"" VAI Imp Sim 2SgSubj
	""nagamon"" NI Sg
""<.>""
","""<dakoosin>""

""<nagamon>""
	""nagamo"" VAI Imp Sim 2SgSubj
	""nagamon"" NI Sg
""<.>""
",
Wiineta go wiin ogii-ozhitoon 'iw nagamon.,He composed that song by himself.,"""<wiin>""
	""iiw"" NAD ObvPl 3SgProxPoss
	""iiw"" NAD ObvSg 3SgProxPoss
	""wiin"" PRONPer
	""wiin"" PCDisc
""<nagamon>""
	""nagamo"" VAI Imp Sim 2SgSubj
	""nagamon"" NI Sg","""<wiineta>""
	""wiineta"" PRONPer
""<go>""
	""go"" PCDisc
""<wiin>""
	""iiw"" NAD ObvPl 3SgProxPoss
	""iiw"" NAD ObvSg 3SgProxPoss
	""wiin"" PRONPer
	""wiin"" PCDisc
""<ogii-ozhitoon>""
	""ozhitoon"" PVTense/gii VTI Ind Pos Neu 3SgProxSubj 0SgObj
""<'iw>""

""<nagamon>""
	""nagamo"" VAI Imp Sim 2SgSubj
	""nagamon"" NI Sg
""<.>""
","""<wiineta>""
	""wiineta"" PRONPer
""<go>""
	""go"" PCDisc
""<wiin>""
	""iiw"" NAD ObvPl 3SgProxPoss
	""iiw"" NAD ObvSg 3SgProxPoss
	""wiin"" PRONPer
	""wiin"" PCDisc
""<ogii-ozhitoon>""
	""ozhitoon"" PVTense/gii VTI Ind Pos Neu 3SgProxSubj 0SgObj
""<'iw>""

""<nagamon>""
	""nagamo"" VAI Imp Sim 2SgSubj
	""nagamon"" NI Sg
""<.>""
",
Niibowa gii-izhise gii-nanaa'itood ojiimaan.,It cost him a lot to fix his boat.,"""<gii-izhise>""
	""izhise"" PVTense/gii VAI Ind Pos Neu 3SgProxSubj
	""izhise"" PVTense/gii VII Ind Pos Neu 0SgSubj
""<gii-nanaa'itood>""
	""nanaa'itoon"" PVTense/gii VTI Cnj Pos Neu 3SgProxSubj 0SgObj
	""nanaa'itoon"" PVTense/gii VTI Cnj Pos Neu 3SgProxSubj 0PlObj","""<niibowa>""
	""niibowa"" ADVQnt
""<gii-izhise>""
	""izhise"" PVTense/gii VAI Ind Pos Neu 3SgProxSubj
	""izhise"" PVTense/gii VII Ind Pos Neu 0SgSubj
""<gii-nanaa'itood>""
	""nanaa'itoon"" PVTense/gii VTI Cnj Pos Neu 3SgProxSubj 0SgObj
	""nanaa'itoon"" PVTense/gii VTI Cnj Pos Neu 3SgProxSubj 0PlObj
""<ojiimaan>""
	""jiimaan"" NI Sg 3SgProxPoss
""<.>""
","""<niibowa>""
	""niibowa"" ADVQnt
""<gii-izhise>""
	""izhise"" PVTense/gii VAI Ind Pos Neu 3SgProxSubj
	""izhise"" PVTense/gii VII Ind Pos Neu 0SgSubj
""<gii-nanaa'itood>""
	""nanaa'itoon"" PVTense/gii VTI Cnj Pos Neu 3SgProxSubj 0SgObj
	""nanaa'itoon"" PVTense/gii VTI Cnj Pos Neu 3SgProxSubj 0PlObj
""<ojiimaan>""
	""jiimaan"" NI Sg 3SgProxPoss
""<.>""
",
Niwii-nanaa'itoon indoodaabaanens.,I want to fix my little car.,"""<indoodaabaanens>""
	""odaabaan"" NA Dim ProxSg 1SgPoss
	""odaabaan"" NI Dim Sg 1SgPoss","""<niwii-nanaa'itoon>""
	""nanaa'itoon"" PVTense/wii VTI Ind Pos Neu 1SgSubj 0SgObj
""<indoodaabaanens>""
	""odaabaan"" NA Dim ProxSg 1SgPoss
	""odaabaan"" NI Dim Sg 1SgPoss
""<.>""
","""<niwii-nanaa'itoon>""
	""nanaa'itoon"" PVTense/wii VTI Ind Pos Neu 1SgSubj 0SgObj
""<indoodaabaanens>""
	""odaabaan"" NA Dim ProxSg 1SgPoss
	""odaabaan"" NI Dim Sg 1SgPoss
""<.>""
",
Nimisawendaan ji-bi-nanaa'itooyamban iwe indesa'on,I wish you would come and fix my platform.,"""<ji-bi-nanaa'itooyamban>""
	""PVDir/bi"" PVTense/daa nanaa'itoon VTI Cnj Pos Prt 2SgSubj 0PlObj
	""PVDir/bi"" PVTense/ga nanaa'itoon VTI Cnj Pos Prt 2SgSubj 0PlObj
	""PVDir/bi"" PVTense/daa nanaa'itoon VTI Cnj Pos Prt 2SgSubj 0SgObj
	""PVDir/bi"" PVTense/ga nanaa'itoon VTI Cnj Pos Prt 2SgSubj 0SgObj","""<nimisawendaan>""
	""misawendan"" VTI Ind Pos Neu 1SgSubj 0SgObj
""<ji-bi-nanaa'itooyamban>""
	""PVDir/bi"" PVTense/daa nanaa'itoon VTI Cnj Pos Prt 2SgSubj 0PlObj
	""PVDir/bi"" PVTense/ga nanaa'itoon VTI Cnj Pos Prt 2SgSubj 0PlObj
	""PVDir/bi"" PVTense/daa nanaa'itoon VTI Cnj Pos Prt 2SgSubj 0SgObj
	""PVDir/bi"" PVTense/ga nanaa'itoon VTI Cnj Pos Prt 2SgSubj 0SgObj
""<iwe>""

""<indesa'on>""
	""desa'on"" NI Sg 1SgPoss","""<nimisawendaan>""
	""misawendan"" VTI Ind Pos Neu 1SgSubj 0SgObj
""<ji-bi-nanaa'itooyamban>""
	""PVDir/bi"" PVTense/daa nanaa'itoon VTI Cnj Pos Prt 2SgSubj 0PlObj
	""PVDir/bi"" PVTense/ga nanaa'itoon VTI Cnj Pos Prt 2SgSubj 0PlObj
	""PVDir/bi"" PVTense/daa nanaa'itoon VTI Cnj Pos Prt 2SgSubj 0SgObj
	""PVDir/bi"" PVTense/ga nanaa'itoon VTI Cnj Pos Prt 2SgSubj 0SgObj
""<iwe>""

""<indesa'on>""
	""desa'on"" NI Sg 1SgPoss",
Gii-aabitooseg ingii-onakidoon 'i bakijiiga'igan.,On Wednesday I set up the tent.,"""<gii-aabitooseg>""
	""aabitoose"" PVTense/gii VII Cnj Pos Neu 0SgSubj
	""aabitoose"" PVTense/gii VII Cnj Pos Neu 0PlSubj","""<gii-aabitooseg>""
	""aabitoose"" PVTense/gii VII Cnj Pos Neu 0SgSubj
	""aabitoose"" PVTense/gii VII Cnj Pos Neu 0PlSubj
""<ingii-onakidoon>""
	""onakidoon"" PVTense/gii VTI Ind Pos Neu 1SgSubj 0SgObj
""<'i>""

""<bakijiiga'igan>""

""<.>""
","""<gii-aabitooseg>""
	""aabitoose"" PVTense/gii VII Cnj Pos Neu 0SgSubj
	""aabitoose"" PVTense/gii VII Cnj Pos Neu 0PlSubj
""<ingii-onakidoon>""
	""onakidoon"" PVTense/gii VTI Ind Pos Neu 1SgSubj 0SgObj
""<'i>""

""<bakijiiga'igan>""

""<.>""
",
Mii iwe wayeshkad gaa-izhichigewaad mewinzha gii-... gii-onakidoowaad waaginogaan.,Long ago this is what they did first when they erected the bark hut.,"""<gii-onakidoowaad>""
	""onakidoon"" PVTense/gii VTI Cnj Pos Neu 3PlProxSubj 0PlObj
	""onakidoon"" PVTense/gii VTI Cnj Pos Neu 3PlProxSubj 0SgObj","""<mii>""
	""mii"" ADVPred
""<iwe>""

""<wayeshkad>""
	""wayeshkad"" ADVTmp
""<gaa-izhichigewaad>""
	""izhichige"" PVSub/gaa VAI Cnj Pos Neu 3PlProxSubj
""<mewinzha>""
	""mewinzha"" ADVTmp
""<gii-..>""

""<.>""

""<gii-onakidoowaad>""
	""onakidoon"" PVTense/gii VTI Cnj Pos Neu 3PlProxSubj 0PlObj
	""onakidoon"" PVTense/gii VTI Cnj Pos Neu 3PlProxSubj 0SgObj
""<waaginogaan>""
	""waaginogaan"" NI Sg
""<.>""
","""<mii>""
	""mii"" ADVPred
""<iwe>""

""<wayeshkad>""
	""wayeshkad"" ADVTmp
""<gaa-izhichigewaad>""
	""izhichige"" PVSub/gaa VAI Cnj Pos Neu 3PlProxSubj
""<mewinzha>""
	""mewinzha"" ADVTmp
""<gii-..>""

""<.>""

""<gii-onakidoowaad>""
	""onakidoon"" PVTense/gii VTI Cnj Pos Neu 3PlProxSubj 0PlObj
	""onakidoon"" PVTense/gii VTI Cnj Pos Neu 3PlProxSubj 0SgObj
""<waaginogaan>""
	""waaginogaan"" NI Sg
""<.>""
",
Gii-kibaakwaji awe atoobaan gaa-onji-onzekwed aw akik indoodaabaaning.,The radiator froze and that's why the engine in my car overheated.,"""<atoobaan>""
	""atoobaan"" NA ProxSg
	""atoobaan"" NI Sg
""<gaa-onji-onzekwed>""
	""PVRel/onji"" PVSub/gaa onzekwe VAI Cnj Pos Neu 3SgProxSubj
	""PVRel/onji"" PVTense/gii onzekwe VAI Pcp Pos Neu 3SgProxSubj 3SgProxHead
""<indoodaabaaning>""
	""odaabaan"" NA Loc 1SgPoss
	""odaabaan"" NI Loc 1SgPoss","""<gii-kibaakwaji>""
	""gibaakwaji"" PVTense/gii VAI Ind Pos Neu 3SgProxSubj
""<awe>""

""<atoobaan>""
	""atoobaan"" NA ProxSg
	""atoobaan"" NI Sg
""<gaa-onji-onzekwed>""
	""PVRel/onji"" PVSub/gaa onzekwe VAI Cnj Pos Neu 3SgProxSubj
	""PVRel/onji"" PVTense/gii onzekwe VAI Pcp Pos Neu 3SgProxSubj 3SgProxHead
""<aw>""
	""aw"" PRONDem
""<akik>""
	""akik"" NA ProxSg
""<indoodaabaaning>""
	""odaabaan"" NA Loc 1SgPoss
	""odaabaan"" NI Loc 1SgPoss
""<.>""
","""<gii-kibaakwaji>""
	""gibaakwaji"" PVTense/gii VAI Ind Pos Neu 3SgProxSubj
""<awe>""

""<atoobaan>""
	""atoobaan"" NA ProxSg
	""atoobaan"" NI Sg
""<gaa-onji-onzekwed>""
	""PVRel/onji"" PVSub/gaa onzekwe VAI Cnj Pos Neu 3SgProxSubj
	""PVRel/onji"" PVTense/gii onzekwe VAI Pcp Pos Neu 3SgProxSubj 3SgProxHead
""<aw>""
	""aw"" PRONDem
""<akik>""
	""akik"" NA ProxSg
""<indoodaabaaning>""
	""odaabaan"" NA Loc 1SgPoss
	""odaabaan"" NI Loc 1SgPoss
""<.>""
",
Jiikaagamin iwe aniibiish. Weweni ogii-minwaagamitoon.,The tea was real good. He brewed it really well.,"""<aniibiish>""
	""aniib"" NA Pej ProxSg
	""aniibiish"" NI Sg","""<jiikaagamin>""
	""jiikaagamin"" VII Ind Pos Neu 0SgSubj
""<iwe>""

""<aniibiish>""
	""aniib"" NA Pej ProxSg
	""aniibiish"" NI Sg
""<.>""

""<weweni>""
	""weweni"" ADVMan
""<ogii-minwaagamitoon>""
	""minwaagamitoon"" PVTense/gii VTI Ind Pos Neu 3SgProxSubj 0SgObj
""<.>""
","""<jiikaagamin>""
	""jiikaagamin"" VII Ind Pos Neu 0SgSubj
""<iwe>""

""<aniibiish>""
	""aniib"" NA Pej ProxSg
	""aniibiish"" NI Sg
""<.>""

""<weweni>""
	""weweni"" ADVMan
""<ogii-minwaagamitoon>""
	""minwaagamitoon"" PVTense/gii VTI Ind Pos Neu 3SgProxSubj 0SgObj
""<.>""
",
Gizhaabasan gitigaanensan wii'-miijiyan.,Steam your veggies to eat them.,"""<gizhaabasan>""
	""gizhaabasan"" VTI Imp Sim 2SgSubj 0SgObj
	""gizhaabasan"" VTI Imp Sim 2SgSubj 0PlObj
""<gitigaanensan>""
	""gitigaan"" NI Dim Pl
	""gitigaanens"" NI Pl
""<wii'-miijiyan>""
	""miijin"" PVTense/wii' VTI Cnj Pos Neu 2SgSubj 0SgObj
	""miijin"" PVTense/wii' VTI Cnj Pos Neu 2SgSubj 0PlObj","""<gizhaabasan>""
	""gizhaabasan"" VTI Imp Sim 2SgSubj 0SgObj
	""gizhaabasan"" VTI Imp Sim 2SgSubj 0PlObj
""<gitigaanensan>""
	""gitigaan"" NI Dim Pl
	""gitigaanens"" NI Pl
""<wii'-miijiyan>""
	""miijin"" PVTense/wii' VTI Cnj Pos Neu 2SgSubj 0SgObj
	""miijin"" PVTense/wii' VTI Cnj Pos Neu 2SgSubj 0PlObj
""<.>""
","""<gizhaabasan>""
	""gizhaabasan"" VTI Imp Sim 2SgSubj 0SgObj
	""gizhaabasan"" VTI Imp Sim 2SgSubj 0PlObj
""<gitigaanensan>""
	""gitigaan"" NI Dim Pl
	""gitigaanens"" NI Pl
""<wii'-miijiyan>""
	""miijin"" PVTense/wii' VTI Cnj Pos Neu 2SgSubj 0SgObj
	""miijin"" PVTense/wii' VTI Cnj Pos Neu 2SgSubj 0PlObj
""<.>""
",
Ezhi-gizii'waad iniwen owiiniskiigomaanan a'aw gwiiwizens.,The boy wiped the snot off his nose.,"""<owiiniskiigomaanan>""
	""wiiniskiigomaan"" NA ObvPl 3SgProxPoss
	""wiiniskiigomaan"" NA ObvSg 3SgProxPoss","""<ezhi-gizii'waad>""

""<iniwen>""
	""iniwen"" PRONDem
""<owiiniskiigomaanan>""
	""wiiniskiigomaan"" NA ObvPl 3SgProxPoss
	""wiiniskiigomaan"" NA ObvSg 3SgProxPoss
""<a'aw>""
	""a'aw"" PRONDem
""<gwiiwizens>""
	""gwiiwizens"" NA ProxSg
""<.>""
","""<ezhi-gizii'waad>""

""<iniwen>""
	""iniwen"" PRONDem
""<owiiniskiigomaanan>""
	""wiiniskiigomaan"" NA ObvPl 3SgProxPoss
	""wiiniskiigomaan"" NA ObvSg 3SgProxPoss
""<a'aw>""
	""a'aw"" PRONDem
""<gwiiwizens>""
	""gwiiwizens"" NA ProxSg
""<.>""
",
Indigo gigii-wii'-ashamigoomin waabang.,I think they're going to buy us lunch tomorrow.,"""<waabang>""
	""waaban"" VII Cnj Pos Neu 0SgSubj
	""waaban"" VII Cnj Pos Neu 0PlSubj","""<indigo>""
	""indigo"" ADVMan
""<gigii-wii'-ashamigoomin>""
	""PVTense/wii'"" PVTense/gii asham VTA Ind Pos Neu XSubj InclObj
""<waabang>""
	""waaban"" VII Cnj Pos Neu 0SgSubj
	""waaban"" VII Cnj Pos Neu 0PlSubj
""<.>""
","""<indigo>""
	""indigo"" ADVMan
""<gigii-wii'-ashamigoomin>""
	""PVTense/wii'"" PVTense/gii asham VTA Ind Pos Neu XSubj InclObj
""<waabang>""
	""waaban"" VII Cnj Pos Neu 0SgSubj
	""waaban"" VII Cnj Pos Neu 0PlSubj
""<.>""
",
Debise 'iw maada'ookiiwin.,There's ample distribution.,"""<debise>""
	""debise"" VAI Ind Pos Neu 3SgProxSubj
	""debise"" VII Ind Pos Neu 0SgSubj","""<debise>""
	""debise"" VAI Ind Pos Neu 3SgProxSubj
	""debise"" VII Ind Pos Neu 0SgSubj
""<'iw>""

""<maada'ookiiwin>""
	""maada'ookiiwin"" NI Sg
""<.>""
","""<debise>""
	""debise"" VAI Ind Pos Neu 3SgProxSubj
	""debise"" VII Ind Pos Neu 0SgSubj
""<'iw>""

""<maada'ookiiwin>""
	""maada'ookiiwin"" NI Sg
""<.>""
",
Aaniin epiitenimad awe eshpabid. | Namanj iidog onzaam wayiiba.,How do you regard the chairman? I don't know...it's too early to tell.,"""<aaniin>""
	""aaniin"" PCInterj
	""aaniin"" ADVInter","""<aaniin>""
	""aaniin"" PCInterj
	""aaniin"" ADVInter
""<epiitenimad>""

""<awe>""

""<eshpabid>""
	""ishpabi"" VAI Pcp Pos Neu 3SgProxSubj 3SgProxHead
""<.>""

""<|>""

""<namanj>""
	""namanj"" ADVDub
""<iidog>""
	""iidog"" PCAsp
""<onzaam>""
	""onzaam"" ADVQnt
""<wayiiba>""
	""wayiiba"" ADVTmp
""<.>""
","""<aaniin>""
	""aaniin"" PCInterj
	""aaniin"" ADVInter
""<epiitenimad>""

""<awe>""

""<eshpabid>""
	""ishpabi"" VAI Pcp Pos Neu 3SgProxSubj 3SgProxHead
""<.>""

""<|>""

""<namanj>""
	""namanj"" ADVDub
""<iidog>""
	""iidog"" PCAsp
""<onzaam>""
	""onzaam"" ADVQnt
""<wayiiba>""
	""wayiiba"" ADVTmp
""<.>""
",
Onzaam wayiiba gii-kijigwaashkwani imaa manoominike-jiimaanensing gaa-onji-gwanabisenig.,He jumped out of the rice boat too soon and that's why it tipped over.,"""<gaa-onji-gwanabisenig>""
	""PVRel/onji"" PVSub/gaa gwanabise VII Cnj Pos Neu 0PlObvSubj
	""PVRel/onji"" PVSub/gaa gwanabise VII Cnj Pos Neu 0SgObvSubj
	""PVRel/onji"" PVTense/gii gwanabise VII Pcp Pos Neu 0SgObvSubj 0SgObvHead","""<onzaam>""
	""onzaam"" ADVQnt
""<wayiiba>""
	""wayiiba"" ADVTmp
""<gii-kijigwaashkwani>""
	""gijigwaashkwani"" PVTense/gii VAI Ind Pos Neu 3SgProxSubj
""<imaa>""
	""imaa"" ADVLoc
""<manoominike-jiimaanensing>""
	""manoominike-jiimaanens"" NI Loc
""<gaa-onji-gwanabisenig>""
	""PVRel/onji"" PVSub/gaa gwanabise VII Cnj Pos Neu 0PlObvSubj
	""PVRel/onji"" PVSub/gaa gwanabise VII Cnj Pos Neu 0SgObvSubj
	""PVRel/onji"" PVTense/gii gwanabise VII Pcp Pos Neu 0SgObvSubj 0SgObvHead
""<.>""
","""<onzaam>""
	""onzaam"" ADVQnt
""<wayiiba>""
	""wayiiba"" ADVTmp
""<gii-kijigwaashkwani>""
	""gijigwaashkwani"" PVTense/gii VAI Ind Pos Neu 3SgProxSubj
""<imaa>""
	""imaa"" ADVLoc
""<manoominike-jiimaanensing>""
	""manoominike-jiimaanens"" NI Loc
""<gaa-onji-gwanabisenig>""
	""PVRel/onji"" PVSub/gaa gwanabise VII Cnj Pos Neu 0PlObvSubj
	""PVRel/onji"" PVSub/gaa gwanabise VII Cnj Pos Neu 0SgObvSubj
	""PVRel/onji"" PVTense/gii gwanabise VII Pcp Pos Neu 0SgObvSubj 0SgObvHead
""<.>""
",
Gii-panaandawe gaa-niisaaboojiged.,The one pushing the logs down the rapids fell off.,"""<gaa-niisaaboojiged>""
	""niisaaboojige"" PVSub/gaa VAI Cnj Pos Neu 3SgProxSubj
	""niisaaboojige"" PVTense/gii VAI Pcp Pos Neu 3SgProxSubj 3SgProxHead","""<gii-panaandawe>""
	""banaandawe"" PVTense/gii VAI Ind Pos Neu 3SgProxSubj
""<gaa-niisaaboojiged>""
	""niisaaboojige"" PVSub/gaa VAI Cnj Pos Neu 3SgProxSubj
	""niisaaboojige"" PVTense/gii VAI Pcp Pos Neu 3SgProxSubj 3SgProxHead
""<.>""
","""<gii-panaandawe>""
	""banaandawe"" PVTense/gii VAI Ind Pos Neu 3SgProxSubj
""<gaa-niisaaboojiged>""
	""niisaaboojige"" PVSub/gaa VAI Cnj Pos Neu 3SgProxSubj
	""niisaaboojige"" PVTense/gii VAI Pcp Pos Neu 3SgProxSubj 3SgProxHead
""<.>""
",
