ojibwe,english,fst_readings,speaker
Gaawiin abisii. Megwaa babaamaadizi.,He's not home. He's on travel status.,"[{'word_form': 'gaawiin', 'fst_analyses': ['gaawiin+ADVNeg']}, {'word_form': 'abisii', 'fst_analyses': ['abi+VAI+Ind+Neg+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'megwaa', 'fst_analyses': ['megwaa+ADVTmp']}, {'word_form': 'babaamaadizi', 'fst_analyses': ['babaamaadizi+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]",es
Gii-paakaakosin i'iw waasechigan gabe-dibik. Gii-piindigese a'aw obikwaanaajiinh.,The window was left open all night and the bat flew in.,"[{'word_form': 'gii-paakaakosin', 'fst_analyses': ['PVTense/gii+baakaakosin+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': ""i'iw"", 'fst_analyses': [""i'iw+PRONDem+NI+Sg""]}, {'word_form': 'waasechigan', 'fst_analyses': ['waasechigan+NI+Sg']}, {'word_form': 'gabe-dibik', 'fst_analyses': ['gabe-dibik+ADVTmp', 'PVLex/gabe+dibik+ADVTmp']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'gii-piindigese', 'fst_analyses': ['PVTense/gii+biindigese+VAI+Ind+Pos+Neu+3SgProxSubj', 'PVTense/gii+biindigese+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': ""a'aw"", 'fst_analyses': [""a'aw+PRONDem+NA+ProxSg""]}, {'word_form': 'obikwaanaajiinh', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]",rg
Mashkawaabikad iw waasechigan.,The glass is hard.,"[{'word_form': 'mashkawaabikad', 'fst_analyses': ['mashkawaabikad+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': 'iw', 'fst_analyses': ['iw+PRONDem+NI+Sg']}, {'word_form': 'waasechigan', 'fst_analyses': ['waasechigan+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}]",es
Baakibidoon waasechigan.,Pull the window open.,"[{'word_form': 'baakibidoon', 'fst_analyses': ['baakibidoon+VTI+Imp+Sim+2SgSubj+0PlObj', 'baakibidoon+VTI+Imp+Sim+2SgSubj+0SgObj']}, {'word_form': 'waasechigan', 'fst_analyses': ['waasechigan+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}]",nj
Ani-gashkiidibikak gidaa-gibiiga'aanaan giwaasechiganan.,As it gets dark you should close the curtains on the windows.,"[{'word_form': 'ani-gashkiidibikak', 'fst_analyses': ['PVDir/ani+gashkiidibikad+VII+Cnj+Pos+Neu+0SgSubj', 'PVDir/ani+gashkiidibikad+VII+Cnj+Pos+Neu+0PlSubj']}, {'word_form': ""gidaa-gibiiga'aanaan"", 'fst_analyses': []}, {'word_form': 'giwaasechiganan', 'fst_analyses': ['waasechigan+NI+Pl+2SgPoss']}, {'word_form': '.', 'fst_analyses': []}]",nj
Ingii-piidoon ingo-minikwaajigan iwe waasamoo-bimide.,I brought one gallon of gas.,"[{'word_form': 'ingii-piidoon', 'fst_analyses': ['PVTense/gii+biidoon+VTI+Ind+Pos+Neu+1SgSubj+0SgObj']}, {'word_form': 'ingo-minikwaajigan', 'fst_analyses': ['PNQnt/ingo+minikwaajigan+NI+Sg', 'PVQnt/ingo+minikwaajigan+ADVQnt', 'ingo-minikwaajigan+NUM']}, {'word_form': 'iwe', 'fst_analyses': ['iwe+PRONDem+NI+Sg']}, {'word_form': 'waasamoo-bimide', 'fst_analyses': ['waasamoo-bimide+NI+Sg', 'PNLex/waasamoo+bimide+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}]",es
Babaamaadagaa 'a nigig.,The otter is swimming around.,"[{'word_form': 'babaamaadagaa', 'fst_analyses': ['babaamaadagaa+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'a', 'fst_analyses': []}, {'word_form': 'nigig', 'fst_analyses': ['nigig+NA+ProxSg']}, {'word_form': '.', 'fst_analyses': []}]",es
Waasizowag igiw manidoominensag.,The beads are shiny.,"[{'word_form': 'waasizowag', 'fst_analyses': ['waasizo+VAI+Ind+Pos+Neu+3PlProxSubj']}, {'word_form': 'igiw', 'fst_analyses': ['igiw+PRONDem+NA+ProxPl']}, {'word_form': 'manidoominensag', 'fst_analyses': ['manidoominens+NA+ProxPl']}, {'word_form': '.', 'fst_analyses': []}]",es
Gizhii-waasizo awe asin waabishkizid.,That white rock really reflects bright.,"[{'word_form': 'gizhii-waasizo', 'fst_analyses': []}, {'word_form': 'awe', 'fst_analyses': ['awe+PRONDem+NA+ProxSg']}, {'word_form': 'asin', 'fst_analyses': ['asin+NA+ProxSg']}, {'word_form': 'waabishkizid', 'fst_analyses': ['waabishkizi+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]",es
Mii go ingoji niiyo-diba'iganeg ashi-aabita bi-waaseyaag.,About four-thirty in the morning it starts to get light.,"[{'word_form': 'mii', 'fst_analyses': ['mii+ADVPred']}, {'word_form': 'go', 'fst_analyses': ['go+PCDisc']}, {'word_form': 'ingoji', 'fst_analyses': ['ingoji+ADVDeg']}, {'word_form': ""niiyo-diba'iganeg"", 'fst_analyses': [""PVQnt/niiyo+diba'igane+VII+Cnj+Pos+Neu+0SgSubj"", ""niiyo-diba'igane+VII+Cnj+Pos+Neu+0SgSubj"", ""PVQnt/niiyo+diba'igane+VII+Cnj+Pos+Neu+0PlSubj"", ""niiyo-diba'igane+VII+Cnj+Pos+Neu+0PlSubj""]}, {'word_form': 'ashi-aabita', 'fst_analyses': ['ashi-aabita+NUM']}, {'word_form': 'bi-waaseyaag', 'fst_analyses': ['PVDir/bi+waaseyaa+VII+Cnj+Pos+Neu+0SgSubj', 'PVDir/bi+waaseyaa+VII+Cnj+Pos+Neu+0PlSubj']}, {'word_form': '.', 'fst_analyses': []}]",es
Weweni bimibatoon. Giga-bakiteshin.,Run slowly. You might fall.,"[{'word_form': 'weweni', 'fst_analyses': ['weweni+ADVMan']}, {'word_form': 'bimibatoon', 'fst_analyses': ['bimibatoo+VAI+Imp+Sim+2SgSubj']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'giga-bakiteshin', 'fst_analyses': ['PVTense/ga+bakiteshin+VAI+Ind+Pos+Neu+2SgSubj']}, {'word_form': '.', 'fst_analyses': []}]",rg
Odaanaang bimibatoowan odayan gaa-bimaagonebizod.,The snowmobiler's dog is running behind him.,"[{'word_form': 'odaanaang', 'fst_analyses': ['odaanaang+ADVLoc']}, {'word_form': 'bimibatoowan', 'fst_analyses': ['bimibatoo+VAI+Ind+Pos+Neu+3PlObvSubj', 'bimibatoo+VAI+Ind+Pos+Neu+3SgObvSubj']}, {'word_form': 'odayan', 'fst_analyses': ['day+NAD+ObvPl+3SgProxPoss', 'day+NAD+ObvSg+3SgProxPoss', 'ayaan+VTI+Ind+Pos+Neu+3SgProxSubj+0SgObj']}, {'word_form': 'gaa-bimaagonebizod', 'fst_analyses': ['PVSub/gaa+bimaagonebizo+VAI+Cnj+Pos+Neu+3SgProxSubj', 'PVTense/gii+bimaagonebizo+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead']}, {'word_form': '.', 'fst_analyses': []}]",nj
Opimeyaya'ii miikanaang bimibatoo a'aw bebezhigooganzhii.,The horse is running along on the side of the road.,"[{'word_form': ""opimeyaya'ii"", 'fst_analyses': []}, {'word_form': 'miikanaang', 'fst_analyses': ['miikana+NI+Loc']}, {'word_form': 'bimibatoo', 'fst_analyses': ['bimibatoo+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': ""a'aw"", 'fst_analyses': [""a'aw+PRONDem+NA+ProxSg""]}, {'word_form': 'bebezhigooganzhii', 'fst_analyses': ['bebezhigooganzhii+NA+ProxSg']}, {'word_form': '.', 'fst_analyses': []}]",rg
Wii-pimibatoo wii-ishpabid imaa zagaswe'idiiwining.,He wants to run for chairmanship in the tribal council.,"[{'word_form': 'wii-pimibatoo', 'fst_analyses': ['PVTense/wii+bimibatoo+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'wii-ishpabid', 'fst_analyses': ['PVTense/wii+ishpabi+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': 'imaa', 'fst_analyses': ['imaa+ADVLoc']}, {'word_form': ""zagaswe'idiiwining"", 'fst_analyses': [""zagaswe'idiiwin+NI+Loc""]}, {'word_form': '.', 'fst_analyses': []}]",es
Zhebaa ingii-pi-aazhoge'adoo. Ishkwaa-naawakweg niwii'-ani-aazhoge'adoo.,This morning I came across the bridge. This afternoon I'm going back across the bridge.,"[{'word_form': 'zhebaa', 'fst_analyses': ['zhebaa+ADVTmp']}, {'word_form': ""ingii-pi-aazhoge'adoo"", 'fst_analyses': [""PVTense/gii+PVDir/bi+aazhoge'adoo+VAI+Ind+Pos+Neu+1SgSubj""]}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'ishkwaa-naawakweg', 'fst_analyses': ['ishkwaa-naawakwe+VII+Cnj+Pos+Neu+0SgSubj', 'PVLex/ishkwaa+naawakwe+VII+Cnj+Pos+Neu+0SgSubj', 'ishkwaa-naawakwe+VII+Cnj+Pos+Neu+0PlSubj', 'PVLex/ishkwaa+naawakwe+VII+Cnj+Pos+Neu+0PlSubj']}, {'word_form': ""niwii'-ani-aazhoge'adoo"", 'fst_analyses': [""PVTense/wii'+PVDir/ani+aazhoge'adoo+VAI+Ind+Pos+Neu+1SgSubj""]}, {'word_form': '.', 'fst_analyses': []}]",nj
Ogii-aazhawishimaan ini nabagisagoon omaa daashkikwadininig gaa-onji-aazhawishkaad.,He put the board across the crack in the ice -- that's how he got across.,"[{'word_form': 'ogii-aazhawishimaan', 'fst_analyses': ['PVTense/gii+aazhawishim+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj', 'PVTense/gii+aazhawishim+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj']}, {'word_form': 'ini', 'fst_analyses': ['ini+PRONDem+NI+Pl', 'ini+PRONDem+NA+ObvSg', 'ini+PRONDem+NA+ObvPl']}, {'word_form': 'nabagisagoon', 'fst_analyses': ['nabagisag+NA+ObvSg', 'nabagisag+NA+ObvPl']}, {'word_form': 'omaa', 'fst_analyses': ['omaa+ADVLoc']}, {'word_form': 'daashkikwadininig', 'fst_analyses': ['daashkikwadin+VII+Cnj+Pos+Neu+0PlObvSubj', 'daashkikwadin+VII+Cnj+Pos+Neu+0SgObvSubj']}, {'word_form': 'gaa-onji-aazhawishkaad', 'fst_analyses': ['PVSub/gaa+PVRel/onji+aazhawishkaa+VAI+Cnj+Pos+Neu+3SgProxSubj', 'PVTense/gii+PVRel/onji+aazhawishkaa+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead']}, {'word_form': '.', 'fst_analyses': []}]",es
Ogii-kibishkaan iwe miikana awe gaag gii-megwaa-aazhawishkaad.,That porcupine kind of blocked the road as he crossed it.,"[{'word_form': 'ogii-kibishkaan', 'fst_analyses': ['PVTense/gii+gibishkan+VTI+Ind+Pos+Neu+3SgProxSubj+0SgObj']}, {'word_form': 'iwe', 'fst_analyses': ['iwe+PRONDem+NI+Sg']}, {'word_form': 'miikana', 'fst_analyses': ['miikana+NI+Sg']}, {'word_form': 'awe', 'fst_analyses': ['awe+PRONDem+NA+ProxSg']}, {'word_form': 'gaag', 'fst_analyses': ['gaag+NA+ProxSg']}, {'word_form': 'gii-megwaa-aazhawishkaad', 'fst_analyses': ['PVTense/gii+PVLex/megwaa+aazhawishkaa+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]",es
Boozaabikinigan ginigawinan waasigani-bimideng.,Mix the oil into the gas.,"[{'word_form': 'boozaabikinigan', 'fst_analyses': ['boozaabikinigan+NI+Sg']}, {'word_form': 'ginigawinan', 'fst_analyses': ['ginigawinan+VTI+Imp+Sim+2SgSubj+0PlObj', 'ginigawinan+VTI+Imp+Sim+2SgSubj+0SgObj']}, {'word_form': 'waasigani-bimideng', 'fst_analyses': ['waasigani-bimide+NI+Loc']}, {'word_form': '.', 'fst_analyses': []}]",nj
Wiin obimibizoni'aan iniw daashkiboojiganan.,He is operating the sawmill.,"[{'word_form': 'wiin', 'fst_analyses': ['wiin+PRONPer+NA+3Sg']}, {'word_form': ""obimibizoni'aan"", 'fst_analyses': [""bimibizoni'+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj"", ""bimibizoni'+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj""]}, {'word_form': 'iniw', 'fst_analyses': ['iniw+PRONDem+NI+Pl', 'iniw+PRONDem+NA+ObvSg', 'iniw+PRONDem+NA+ObvPl']}, {'word_form': 'daashkiboojiganan', 'fst_analyses': ['daashkiboojigan+NA+ObvPl', 'daashkiboojigan+NA+ObvSg']}, {'word_form': '.', 'fst_analyses': []}]",es
Aandi endazhi-aazhidebii'igeng. | Ganabaj imaa gichi-waakaa'iganing.,Where is the voting going to take place? | I think it's in the main building.,"[{'word_form': 'aandi', 'fst_analyses': ['aandi+ADVInter']}, {'word_form': ""endazhi-aazhidebii'igeng"", 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'ganabaj', 'fst_analyses': ['ganabaj+ADVMan']}, {'word_form': 'imaa', 'fst_analyses': ['imaa+ADVLoc']}, {'word_form': ""gichi-waakaa'iganing"", 'fst_analyses': [""PNLex/gichi+waakaa'igan+NI+Loc"", ""PNLex/chi+waakaa'igan+NI+Loc+2SgPoss""]}, {'word_form': '.', 'fst_analyses': []}]",nj
Niyaazhawisidoon i'iw nibabagiwayaaniigin imaa adoopowinaakong.,I'm laying my fabric across the table.,"[{'word_form': 'niyaazhawisidoon', 'fst_analyses': ['aazhawisidoon+VTI+Ind+Pos+Neu+1SgSubj+0SgObj']}, {'word_form': ""i'iw"", 'fst_analyses': [""i'iw+PRONDem+NI+Sg""]}, {'word_form': 'nibabagiwayaaniigin', 'fst_analyses': ['babagiwayaaniigin+NI+Sg+1SgPoss']}, {'word_form': 'imaa', 'fst_analyses': ['imaa+ADVLoc']}, {'word_form': 'adoopowinaakong', 'fst_analyses': ['adoopowinaak+NI+Loc']}, {'word_form': '.', 'fst_analyses': []}]",es
Agwaase mikwam gii-babaamaa'ogod gii-ziigwang.,The ice comes up on shore when it drifts around in the spring.,"[{'word_form': 'agwaase', 'fst_analyses': ['agwaase+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'mikwam', 'fst_analyses': ['mikwam+NA+ProxSg']}, {'word_form': ""gii-babaamaa'ogod"", 'fst_analyses': [""PVTense/gii+babaamaa'ogo+VAI+Cnj+Pos+Neu+3SgProxSubj""]}, {'word_form': 'gii-ziigwang', 'fst_analyses': ['PVTense/gii+ziigwan+VII+Cnj+Pos+Neu+0SgSubj', 'PVTense/gii+ziigwan+VII+Cnj+Pos+Neu+0PlSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Ogii-mayagipwaan iniwen waakoonsi-bakwezhiganan gaa-amwaad.,That fish-egg bread that he ate tasted strange to him.,"[{'word_form': 'ogii-mayagipwaan', 'fst_analyses': ['PVTense/gii+mayagip+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj', 'PVTense/gii+mayagip+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj']}, {'word_form': 'iniwen', 'fst_analyses': ['iniwen+PRONDem+NI+Pl', 'iniwen+PRONDem+NA+ObvSg', 'iniwen+PRONDem+NA+ObvPl']}, {'word_form': 'waakoonsi-bakwezhiganan', 'fst_analyses': []}, {'word_form': 'gaa-amwaad', 'fst_analyses': ['PVSub/gaa+amo+VTA+Cnj+Pos+Neu+3SgProxSubj+3SgObvObj', 'PVSub/gaa+amwi+VTA+Cnj+Pos+Neu+3SgProxSubj+3SgObvObj', 'PVSub/gaa+amo+VTA+Cnj+Pos+Neu+3SgProxSubj+3PlObvObj', 'PVSub/gaa+amwi+VTA+Cnj+Pos+Neu+3SgProxSubj+3PlObvObj']}, {'word_form': '.', 'fst_analyses': []}]",es
Waakwaandesiing niin niwii'-ondab.,I want to sit at the end of the lodge.,"[{'word_form': 'waakwaandesiing', 'fst_analyses': ['waakwaandesiing+ADVLoc']}, {'word_form': 'niin', 'fst_analyses': ['niin+PRONPer+NA+1Sg']}, {'word_form': ""niwii'-ondab"", 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]",nj
Waasaakwanjigewag waaboozoog. Mii omaa ge-izhi-agoodooyang.,Rabbits chewed the sticks bare. We'll set our snares here.,"[{'word_form': 'waasaakwanjigewag', 'fst_analyses': ['waasaakwanjige+VAI+Ind+Pos+Neu+3PlProxSubj']}, {'word_form': 'waaboozoog', 'fst_analyses': ['waabooz+NA+ProxPl']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'mii', 'fst_analyses': ['mii+ADVPred']}, {'word_form': 'omaa', 'fst_analyses': ['omaa+ADVLoc']}, {'word_form': 'ge-izhi-agoodooyang', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]",nj
Mii go naa ezhi-bimaanimak omaa.,There is a draft here.,"[{'word_form': 'mii', 'fst_analyses': ['mii+ADVPred']}, {'word_form': 'go', 'fst_analyses': ['go+PCDisc']}, {'word_form': 'naa', 'fst_analyses': ['naa+PCEmph']}, {'word_form': 'ezhi-bimaanimak', 'fst_analyses': ['PVRel/izhi+bimaanimad+VII+Pcp+Pos+Neu+0SgSubj+0SgHead']}, {'word_form': 'omaa', 'fst_analyses': ['omaa+ADVLoc']}, {'word_form': '.', 'fst_analyses': []}]",es
Ogii-kwekishimaan ini bashkweginoon. Ogii-aazhigijishimaan.,He changed the position of the hide. He turned it over on its back.,"[{'word_form': 'ogii-kwekishimaan', 'fst_analyses': ['PVTense/gii+gwekishim+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj', 'PVTense/gii+gwekishim+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj']}, {'word_form': 'ini', 'fst_analyses': ['ini+PRONDem+NI+Pl', 'ini+PRONDem+NA+ObvSg', 'ini+PRONDem+NA+ObvPl']}, {'word_form': 'bashkweginoon', 'fst_analyses': ['bashkwegin+NI+Pl']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'ogii-aazhigijishimaan', 'fst_analyses': ['PVTense/gii+aazhigijishim+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj', 'PVTense/gii+aazhigijishim+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj']}, {'word_form': '.', 'fst_analyses': []}]",es
Ogidibiig babaamaadagewag omashkoziisiwag,The black bugs swim about on top of the water.,"[{'word_form': 'ogidibiig', 'fst_analyses': ['ogidibiig+ADVLoc']}, {'word_form': 'babaamaadagewag', 'fst_analyses': ['babaamaadage+VAI+Ind+Pos+Neu+3PlProxSubj']}, {'word_form': 'omashkoziisiwag', 'fst_analyses': []}]",nj
Naazibiiwidoon waasigani-bimide-atoobaanan.,Take the gas tanks down to the lake.,"[{'word_form': 'naazibiiwidoon', 'fst_analyses': ['naazibiiwidoon+VTI+Imp+Sim+2SgSubj+0PlObj', 'naazibiiwidoon+VTI+Imp+Sim+2SgSubj+0SgObj']}, {'word_form': 'waasigani-bimide-atoobaanan', 'fst_analyses': ['waasigani-bimide-atoobaan+NI+Pl']}, {'word_form': '.', 'fst_analyses': []}]",nj
Gii-mizhakiise iwe waasigan.,The lightning hit the ground.,"[{'word_form': 'gii-mizhakiise', 'fst_analyses': ['PVTense/gii+mizhakiise+VAI+Ind+Pos+Neu+3SgProxSubj', 'PVTense/gii+mizhakiise+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': 'iwe', 'fst_analyses': ['iwe+PRONDem+NI+Sg']}, {'word_form': 'waasigan', 'fst_analyses': ['waasigan+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}]",es
Wawiinge gichi-bagakaatese iwe waasigan.,That lightning flash was really bright.,"[{'word_form': 'wawiinge', 'fst_analyses': ['wawiinge+ADVMan']}, {'word_form': 'gichi-bagakaatese', 'fst_analyses': ['PVLex/gichi+bagakaatese+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': 'iwe', 'fst_analyses': ['iwe+PRONDem+NI+Sg']}, {'word_form': 'waasigan', 'fst_analyses': ['waasigan+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}]",es
Waasawad iwidi waa-inaazhagaameyaan owe zaaga'igan.,The lake where I am going to go along the shore is a long ways from here.,"[{'word_form': 'waasawad', 'fst_analyses': ['waasawad+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': 'iwidi', 'fst_analyses': ['iwidi+ADVLoc']}, {'word_form': 'waa-inaazhagaameyaan', 'fst_analyses': []}, {'word_form': 'owe', 'fst_analyses': ['owe+PRONDem+NI+Sg']}, {'word_form': ""zaaga'igan"", 'fst_analyses': [""zaaga'igan+NI+Sg""]}, {'word_form': '.', 'fst_analyses': []}]",es
Apane mooshkinebadoon waasigani-bimide-biiwaabik.,Always keep your gas can full.,"[{'word_form': 'apane', 'fst_analyses': ['apane+ADVTmp']}, {'word_form': 'mooshkinebadoon', 'fst_analyses': ['mooshkinebadoon+VTI+Imp+Sim+2SgSubj+0PlObj', 'mooshkinebadoon+VTI+Imp+Sim+2SgSubj+0SgObj']}, {'word_form': 'waasigani-bimide-biiwaabik', 'fst_analyses': ['waasigani-bimide-biiwaabik+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}]",nj
Ziikobiigisidoon waasigani-bimide-biiwaabik.,Drain the jerry can out.,"[{'word_form': 'ziikobiigisidoon', 'fst_analyses': []}, {'word_form': 'waasigani-bimide-biiwaabik', 'fst_analyses': ['waasigani-bimide-biiwaabik+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}]",nj
Migoshkaajise awe waasamoowidaabaan aana-gii-adaaweyaan.,That car I bought has a lot of problems.,"[{'word_form': 'migoshkaajise', 'fst_analyses': ['migoshkaajise+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': 'awe', 'fst_analyses': ['awe+PRONDem+NA+ProxSg']}, {'word_form': 'waasamoowidaabaan', 'fst_analyses': ['waasamoowidaabaan+NA+ProxSg', 'waasamoowidaabaan+NI+Sg']}, {'word_form': 'aana-gii-adaaweyaan', 'fst_analyses': ['PVTense/aana+PVTense/gii+adaawe+VAI+Cnj+Pos+Neu+1SgSubj', 'PVTense/aana+PVTense/gii+adaawen+VAIO+Cnj+Pos+Neu+1SgSubj+0PlObj', 'PVTense/aana+PVTense/gii+adaawen+VAIO+Cnj+Pos+Neu+1SgSubj+0SgObj', 'PVTense/aana+PVTense/gii+adaawen+VAIO+Cnj+Pos+Neu+1SgSubj+3SgProxObj', 'PVTense/aana+PVTense/gii+adaawen+VAIO+Cnj+Pos+Neu+1SgSubj+3PlProxObj', 'PVTense/aana+PVTense/gii+adaawen+VAIO+Cnj+Pos+Neu+1SgSubj']}, {'word_form': '.', 'fst_analyses': []}]",es
Nindaakoz naa. Niwaanda-wiisagine naa.,I'm so sick I'm just hurting.,"[{'word_form': 'nindaakoz', 'fst_analyses': ['aakozin+VAIO+Ind+Pos+Neu+1SgSubj', 'aakozi+VAI+Ind+Pos+Neu+1SgSubj']}, {'word_form': 'naa', 'fst_analyses': ['naa+PCEmph']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'niwaanda-wiisagine', 'fst_analyses': ['PVLex/waanda+wiisagine+VAI+Ind+Pos+Neu+1SgSubj']}, {'word_form': 'naa', 'fst_analyses': ['naa+PCEmph']}, {'word_form': '.', 'fst_analyses': []}]",rg
Waanda-wiinabiwag naa igi ikwewag.,Those ladies have a really dirty house.,"[{'word_form': 'waanda-wiinabiwag', 'fst_analyses': ['PVLex/waanda+wiinabi+VAI+Ind+Pos+Neu+3PlProxSubj']}, {'word_form': 'naa', 'fst_analyses': ['naa+PCEmph']}, {'word_form': 'igi', 'fst_analyses': ['igi+PRONDem+NA+ProxPl']}, {'word_form': 'ikwewag', 'fst_analyses': ['ikwe+NA+ProxPl']}, {'word_form': '.', 'fst_analyses': []}]",rg
Baaka'aakwenhwigamigoonsing iwidi apane owi-asiginang iniw waawanoon.,He went to the chicken coop to gather up the eggs.,"[{'word_form': ""baaka'aakwenhwigamigoonsing"", 'fst_analyses': [""baaka'aakwenhwigamig+NI+Dim+Loc""]}, {'word_form': 'iwidi', 'fst_analyses': ['iwidi+ADVLoc']}, {'word_form': 'apane', 'fst_analyses': ['apane+ADVTmp']}, {'word_form': 'owi-asiginang', 'fst_analyses': []}, {'word_form': 'iniw', 'fst_analyses': ['iniw+PRONDem+NI+Pl', 'iniw+PRONDem+NA+ObvSg', 'iniw+PRONDem+NA+ObvPl']}, {'word_form': 'waawanoon', 'fst_analyses': ['waawan+NI+Pl']}, {'word_form': '.', 'fst_analyses': []}]",es
Ingii-pawaadaan babaamaashiyaan giizhigong.,I dreamed I was soaring around in the sky.,"[{'word_form': 'ingii-pawaadaan', 'fst_analyses': ['PVTense/gii+bawaadan+VTI+Ind+Pos+Neu+1SgSubj+0SgObj']}, {'word_form': 'babaamaashiyaan', 'fst_analyses': ['babaamaashi+VAI+Cnj+Pos+Neu+1SgSubj']}, {'word_form': 'giizhigong', 'fst_analyses': ['giizhig+NA+Loc']}, {'word_form': '.', 'fst_analyses': []}]",es
Ogii-kwekinaan aana-gii-nanaa'isijigaadenig 'i waasechiganaabik.,He turned around the glass pane they had set.,"[{'word_form': 'ogii-kwekinaan', 'fst_analyses': ['PVTense/gii+gwekin+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj', 'PVTense/gii+gwekin+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj', 'PVTense/gii+gwekinan+VTI+Ind+Pos+Neu+3SgProxSubj+0SgObj']}, {'word_form': ""aana-gii-nanaa'isijigaadenig"", 'fst_analyses': []}, {'word_form': 'i', 'fst_analyses': []}, {'word_form': 'waasechiganaabik', 'fst_analyses': ['waasechiganaabik+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}]",es
Ogii-paasibidoon 'iw waasechiganaabik.,He broke the windowpane.,"[{'word_form': 'ogii-paasibidoon', 'fst_analyses': ['PVTense/gii+baasibidoon+VTI+Ind+Pos+Neu+3SgProxSubj+0SgObj']}, {'word_form': 'iw', 'fst_analyses': ['iw+PRONDem+NI+Sg']}, {'word_form': 'waasechiganaabik', 'fst_analyses': ['waasechiganaabik+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}]",es
Gabe-dibik gii-ondendiwag igiw gaa-waaswaawaad.,The torchers were gone all night.,"[{'word_form': 'gabe-dibik', 'fst_analyses': ['gabe-dibik+ADVTmp', 'PVLex/gabe+dibik+ADVTmp']}, {'word_form': 'gii-ondendiwag', 'fst_analyses': ['PVTense/gii+ondendi+VAI+Ind+Pos+Neu+3PlProxSubj']}, {'word_form': 'igiw', 'fst_analyses': ['igiw+PRONDem+NA+ProxPl']}, {'word_form': 'gaa-waaswaawaad', 'fst_analyses': ['PVSub/gaa+waaswaa+VAI+Cnj+Pos+Neu+3PlProxSubj']}, {'word_form': '.', 'fst_analyses': []}]",es
