Ojibwe,English,Speaker,Audio Link
Giishpin andawendaman mako-bimide, niiyo-diba'igan gaa-akwegak bagiwaaniigin miinishin.,If you want some bear grease, give me four yards of material for it.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/akwegad___ex54__nj591016.mp4
Mii 'i gii-kiizhiitaawaad bakonaawaad iniw waawaashkeshiwan igiweg gwiiwizensag.,The boys are done skinning the deer.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/bakon__ta_ex__espo67309_0.mp4
Obwaanawi'aan ji-bakonaad waaboozoon; onzaam okanaapinewininjii.,She's not able to skin a rabbit because of the arthritis in her hands.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/okanaapinewininjii___ex74__nj611371.mp4
Nancy waabanda'iwe ezhichigeng gii-bakonindwaa awesiinyag.,Nancy demonstrates the way animals are skinned.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/waabanda_iwe___ex90__nj611410.mp4
Niwani-bagidinaag ningiziingwe'onag.,I misplaced my towels.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/giziingwe_on__na_ex__rg68127_0.mp4
Gaawiin obagidinaasii' oniijaanisa' ji-niibaashkaanid.,She doesn't let her children be out at night.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/niibaashkaa___ex125__nj61133605.mp4
Gego bagidinaaken ji-bagidanaamonotawik.,Don't let him breathe on you.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/bagidinaamonotaw___ex107__nj592010.mp4
Ogii-paataanizhikawaan iniw awesiinyan.,He chased that animal into a corner.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/baataanizhikaw__ta_ex__sp65502_0.mp4
Onzaamiinowag awesiinyag noopimiing. Gaye giin gidaa-andawenjige.,There's a lot of animals in the woods. You too should go hunting.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/awesiinh___ex89__nj611400.mp4
Anaamakamig aanind daawag awesiinyensag.,Some little animals live under the ground.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/anaamakamig__av_ex__rg68202_0.mp4
Hoo wah, gigii'-miikonaage. Waawaashkeshi gibiinaa.,Wow, you shot it right on. You're bringing a deer home.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/miikonaage___ex108__nj590042.mp4
Giishpin asekaadaman bashkwegin, biinish da-ani-nookiigad.,If you keep pulling a hide to dry it, it will get softer.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/nookiigad___ex68__nj590162.mp4
Ingii-maazhipwaa awe miskokaadaak gaa-ashamigooyaan.,I didn't like the taste of the beets they fed me.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/maazhipo__ii_ex__sp67938_0.mp4
Ningii-kagiipininjii iko gii-agaashiinyiyaan.,I used to have chapped hands when I was small.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/gagiipininjii__ai_ex__rg68153ad_0.mp4
Niibinong ningii-gitigaanaanaanig opiniig.,Last summer we planted potatoes.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/niibinong__av_ex__rg68208_0.mp4
Ingii-wiidige niibinong.,I got married last summer.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/niibinong__av_ex__sp65210_0.mp4
Wiin igo gii-toodaazo wenji-naabikang 'iw onik awe ikwezens.,That girl did it to herself and that's why her arm is in sling.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/doodaazo__ai_ex__sp67169_0.mp4
Manoominiwazh odagwaasidoon gaa-gii-pawa'ang.,The rice picker took a whole bag of rice out of her canoe.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/manoominiwazh___ex51__nj594029.mp4
Niinawind iko nimisenyiban ingii-agoodinasabiimin.,It was my older sister and me who used to dry the nets.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/agoodinasabii__ai_ex__rg68365_0.mp4
Dadaatabiiwag igiw egoodinasabiiwaad.,The ones hanging the net up are fast.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/dadaatabii__ai_ex__sp65904_0.mp4
Gii-pi-gwanabibizo awe ikwe imaa zhoonzhaakwadinig.,That women tipped over on the slippery spot.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/gwanabibizo__ai_ex__sp67241_0.mp4
Miziwe gaagiidizi gaa-izhishimoonod gii-kwanabibizod bijiinaago.,He's sore all over from rolling over his car yesterday.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/gaagiidizi___ex53__es564161.mp4
Dibikong gii-kwanabibizowag niizh ininiwag. Bezhig gegaa gii'-nisaabaawe.,Last night two men capsized (their motor boat). One nearly drowned.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/gwanabibizo___ex120__nj61133504.mp4
Ogii-andoojiishkaan 'iw ozhooniyaa-mashkimodens gaa-paninang imaa gashkii-dibikatenig ji-... odaabaaniiwigamigong.,He was trying to find the billfold he dropped in the darkened garage.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/andoojiishkaw__ta_ex__sp67053_0.mp4
Mii 'i gikendaagwak oshki-dagwaaging. Gii-pimwewidamoog igi nikag.,You can tell it is early fall. I heard the geese going by.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/oshki-dagwaagin__ii_ex__sp65977_0.mp4
Ningaabii'anong ondwewidamoog animikiig gii-bimwewidamowaad.,The Thunderbirds come from the west as they go by us.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/ondwewidam___ex113__nj529098.mp4
Ogichi-mamiikwaanaan iniw animozhishan awe akiwenzhiiyish.,The old man brags a lot about that old cur.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/mamiikwaazh__ta_ex__sp66870_0.mp4
Ogidaagonag iwidi animibatoo aw zhingos.,The weasel runs away on top of the snow.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/ogidaagonag__av_ex__sp65359_0.mp4
Mooz animibatoo. Jiigaakwaang ani-apatoo.,A moose is running away. He's running along the edge of the trees.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/jiigaakwaang___ex56__nj520015_0.mp4
Gii-tabazi awe bagite'igewinini gechi-ishpiwebinamawind iwe bikwaakwad.,The batter ducked when they gave him a high pitch.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/dabazi__ai_ex__sp67876_0.mp4
Megwekob iwidi gii-izhi-gwaashkwesin 'iw bikwaakwad.,The ball bounced into the brush.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/megwekob__av_ex__sp65579_0.mp4
Mii zhigwa giizhiginogwen manoomin.,The rice must be ripe now.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/giizhigin___ex53__es666085.mp4
Gii'-agozigwaji gii-dasoozod amik.,The beaver got stuck to the ice when it was in the trap.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/agozigwaji___ex32__nj61130202.mp4
Aaniish enangizod awe bizhiki.,How much does that cow cost?,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/inangizo__ai_ex__sp67083_0.mp4
Aaniish minik enangizowaad igiweg ingodooshkin opiniig.,How much is one sack of potatoes?,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/inangizo__ai_ex__sp67083add_0.mp4
Bigishkibizh wa'a naanimidano daswaabik enangizod.,Break this fifty dollar bill.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/bigishkibizh__ta_ex__espo65825_0.mp4
Gichi-mashkawaakwaji a'aw ajidagoojigan gaa-'o-bina'wag.,That hung-up fish was frozen solid, the one I went and took down.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/mashkawaakwaji__ai_ex__sp65699_0.mp4
Gego babaamenimaaken. Megwaa odaabaanike. Giga-wanishkwe'aa.,Don't bother him. He's busy working on a car. You'll distract him.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/odaabaanike__ai_ex__sp67596_0.mp4
Gii-wanichige awe gaa-ozhitood nigibide'ebizon. Ogii-ojibogwaadaan.,The person who made my vest made a mistake. She sewed it up so it's puckered.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/ojibogwaadan__ti1_ex__sp66022_0.mp4
Mii go booch gii-wanichiged aana-gii-gikinawaabamaad iniw ge... genawaabamaad.,He's watching that guy and trying to copy him but he still made that mistake.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/gikinawaabam__ta_ex__sp67009_0.mp4
Apane indizhaa oodenaang maa'ishkamaan.,I go to town all the time to shop.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/apane__av_ex__rg68203ad_0.mp4
Gaawiin ingizikawi'aasii awe abinoonjii. Mii go apane gwaakwaashkwanid.,I can not keep up with that child. He's always hopping and jumping around.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/gwaakwaashkwani__ai_ex__sp66822_2.mp4
Mii 'iw gegapii gii-mookiitaagod iniw odayan apane gaa-gagaanjinawe'aad.,His dog finally took after him, the one who's always teasing him.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/mookiitaw__ta_ex__sp66945_1.mp4
Apane go daji'ind Bizhikiins.,Bizhikiins is late all the time.,lw,https://s3.amazonaws.com/ojibwe-audio-transcoded/apane_20go___ex110__lw687076.mp4
Apane gaye ogikinoo'amawaan oozhisan.,He teaches his grandchild all the time.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/gaye___ex116__nj610009_0.mp4
Minwaakizo aasamaakwa'igan.,The bannock is well-cooked.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/minwaakizo__ai_ex__sp66921_0.mp4
Niwii-amwaa aasamaakwa'igan.,I'm going to eat bannock.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/aasamaakwa_igan__na_ex__sp65746_0.mp4
Zaagaagonesin i'iwe endawaabandaman.,The thing you're looking for is sticking out of the snow.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/zaagaagonesin__ii_ex__sp65359_0.mp4
Ogii-chiikitaan i'iw nagamon gaa-onji-naabinootang.,He really like that song and that's why he taped it.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/naabinootan__ti1_ex__sp66824_2.mp4
Ninaabinootaan owe dibaajimowin. Gaawiin niin nindoodaya'iimisiin.,I'm passing on this story. It's not my own.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/naabinootan___ex109__nj606093.mp4
Aabitooshkinatoon iwe asabiiwazh.,Fill that burlap sack halfway.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/aabitooshkinatoon__ti2_ex__sp67210_0.mp4
Onaagoshig giga-onakidoomin. Mii 'iwe apii ge-aabewaanimak.,We'll set it up in the evening. That's when the wind dies down.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/aabewaanimad__ii_ex__sp66496_0.mp4
Atoobaaning ngii-siiginaamin i'iw ozhiga'iganaaboo gii-naadoobiiyaan ani-onaagoshig.,We poured the sugar water into the tank when we gathered the sap in the evening.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/atoobaan__na_ex__rg68451_0.mp4
Ando-bakinasabiidaa.,Let's go take the net out.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/bakinasabii___ex79__nj606088.mp4
Bijiinag igo biidaabang giga-bakinasabiimin.,We'll pull out our net as early as dawn.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/bakinasabii___ex87__nj611370.mp4
Gaawiin de-apiitowesii ge-nisidotawagiban.,His voice is not strong enough for me to understand him.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/apiitowe__ai_ex__sp66529ad_0.mp4
Zanagadini enwed 'a gaagiigidod. Gawiin ninisidotawaasii.,The speaker's way of talking is difficult. I don't understand him.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/zanagad__ii_ex__sp66941_0.mp4
Namanj igo ge-inwegwen a'aw waa-nitaa-ojibwemod, booch igo da-nisidotaagod iniw manidoon.,Whatever dialect you learn or however you learn to speak Ojibwe, the creator will always understand you, no matter how you sound.,lsa,https://s3.amazonaws.com/ojibwe-audio-transcoded/AmikOjibQuote____ASSoundBytes01.mp4
Wegodogwen dinowa gaa-dazhindang, gaawiin ninisidotawaasii.,Whatever that is he's talking about, I don't understand him.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/nisidotaw___ex25__nj591158.mp4
Babiizigitaagozi gaa-bi-ganoozhid zhebaa. Agaawaa go ninisidotawaa.,He sounded hoarse when I called him this morning. I could barely understand him.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/babiizigitaagozi___ex78__nj591037.mp4
Mii gii-pagamosed awe gii-zhiibaayaakwaag gaa-inaanaga'iged.,He hiked over there, the hiker, the one who hiked the cut.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/bagamose___ex41__es562111.mp4
Aabita eta odizhi-dakobidoon omakizineyaab.,He only laced his shoe halfway up.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/aabita___ex67__nj520071.mp4
Aabita na gidaa-miizh nooka'iiwagwaan.,Could you give me half of the pemmican?,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/aabita___ex60__nj520071.mp4
Aabita gii-izhiiginigaade.,It was folded in half.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/izhiiginigade__ii_ex__sp66205_0.mp4
Aabita ogii'-izhi-nagishkawaawaan omaamaayiwaan gii-bagidinimind aakoziiwigamigong.,They met their mother halfway when she was released from the hospital.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/aabita___ex66__nj520071.mp4
Gaawiin wiikaa anooj igo gidayinaasii gichi-anishinaabe.,Never say bad things to an elder.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/gawiin_20wiikaa___ex86__nj520005.mp4
Gaawiin wiikaa indizhaasii imaa.,I never go there.,gh,https://s3.amazonaws.com/ojibwe-audio-transcoded/gaawiin_20wiikaa___ex39__gh687071.mp4
Gaawiin wiikaa bizaan-ayaasiin.,She never shuts up.,lw,https://s3.amazonaws.com/ojibwe-audio-transcoded/gaawiin_20wiikaa___ex75__lw687071.mp4
Niinawind iko nimisenyiban ingii-asabikemin.,My older sister and I used to make nets.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/asabike__ai_ex__rg68367_0.mp4
Gii-miigiwe iwe zazegaa-desiiwakwaan aana-gii-adaawetamowag.,He gave away that nice hat I bought for him.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/miigiwe__ai_ex__sp65737_0.mp4
Gego beshwaji'aaken awe makwa; onzaam naniizaanizi.,Don't get friendly with the bear. He's too dangerous.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/naniizaanizi__ai_ex__sp66093_0.mp4
Mii igo ezhi-niiskikaad 'aw animosh miginaad ini makwan.,That dog's hair stood up as he barked at the bear.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/niiskikaa__ai_ex__sp66061_0.mp4
Ogii-mikwaasenodawaawaan iniw makwan iwidi gii-inaatewebinigewaad.,They spotted a bear in the light when they cast a light in that direction.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/inaatewebinige__ai_ex__sp65912_0.mp4
Waanda-wiimbaamagad naa 'i waazh imaa nibaad makwa.,The den where a bear sleeps is hollow.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/wiimbaa__ii_ex__rg68371_0.mp4
Maamakaaj ingii'-inendam gaa-inaajimotawid.,I thought what he told me was amazing.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/maamakaaj___ex105__nj520022_0.mp4
Niwii'-agwinjidoon nindabwewin ji-nookagwindeg gaa-gii-kabaachigaadeg imaa nindabwewining.,I'm going to soak my frying pan so what was boiled in it (oatmeal) will soften up.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/nookagwinde___ex98__nj211411.mp4
Wenipanendaagod inendam awe waabishkiiwed niimikaageng imaa niimi'iding.,The whiteman thinks it's easy to dance at a powwow.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/wenipanendaagod__ii_ex__sp67683_0.mp4
Gaawiin ganage gii-pi-izhaasiin.,He really didn't come.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/ganage__av_ex__rg68320_0.mp4
Mii go apane mamiikwaazod a'awe wewebanaabiid. Gaawiin ganage ogikendanziin baapichigaazod.,That fishermen is always bragging. He doesn't even know he's being laughed at.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/mamiikwaazo__ai_ex__sp66869_0.mp4
Gaawiin ganage ogii-pawaadanziin gii-pimi-animikiikaag -- onzaam boozaangwaamishki.,He didn't even dream about the thunder and lightning because he was sleeping too deeply.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/boonzaangwaamishki__ai_ex__sp65404_0.mp4
Gaawiin ganage ningii-tiba'aamaagosii gaa-gii'-anokiitawag.,The one I worked for didn't even pay me.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/gaawiin_20ganage___ex57__nj591164.mp4
Bagwaj iko ningii-izhaamin gii-iskigamizigeyaang.,We used to go way out in the wilderness to make maple sugar.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/bagwaj__av_ex__rg68328_0.mp4
Mii 'i gii-gopiiwaad igiweg waa-o-iskigamizigewaad.,The people went into the woods to go boil sap.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/gopii__ai_ex__sp66417.mp4
Nindoozhiitaamin wii-iskigamizigeyaang.,We're getting ready to boil sap.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/iskigamizige__ai_ex__rg68115_0.mp4
Mii iwidi gaa-tazhi-iskigamiziged bagwajiing.,That's where he had his sugar camp -- in the wilderness.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/bagwajiing__av_ex__sp655755_0.mp4
Mii aangwaamas gii-odishiwed awe gaa-pabaamigamigwed apane.,The person who is always roaming around finally arrived.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/odishiwe__ai_ex__sp67598_0.mp4
Aakwaasige 'aw giizis.,The sun is real bright.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/aakwaasige__ai_ex__sp66542_0.mp4
Agwaase mikwam gii-babaamaa'ogod gii-ziigwang.,The ice comes up on shore when it drifts around in the spring.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/agwaase___ex120__nj594135.mp4
Giin ina ogowe giminjikaawanag.,Are these your mitts?,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/giin___ex244__nj520099.mp4
Miziwe onjiiwag ogowe anishinaabeg gaa-zhooshkwaada'ewaad.,These Indian hockey players come from all over.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/ogowe___ex187__nj520091.mp4
Bibigwe migizi.,A bald eagle makes fluting sounds.,gj,https://s3.amazonaws.com/ojibwe-audio-transcoded/migizi___ex114__gj512061.mp4
Gidaa-gichi-jiikenimin zhaagoodenimad a'awe zhooniyaawinini.,I would really be impressed by you if you mentally overpowered a banker.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/zhaagoodenim__ta_ex__sp66954an_0.mp4
Wiinitwaa gaa-bezhigooged akiwenzii. Gaawiin nitaa-biinichigesii.,The old bachelor has a dirty house. He doesn't know how to keep it clean.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/wiinitwaa___ex76__nj529012.mp4
Minjimenim 'aw gidaangoshenh waa-tibishkang.,Remember your sister-in-law is going to have a birthday.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/minjimenim__ta_ex__sp66916_0.mp4
Agaaming inakwazhiwen.,Paddle across the lake.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/inakwazhiwe__ai_ex__njni61010_0.mp4
Agaaming ningii-tazhi-ondaadiz.,I was born across the lake.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/agaaming__av_ex__rg68136_0.mp4
Debinaagwad 'iw Ogaakaaning iwidi agaaming.,You can see Red Lake from across the lake [at Ponemah].,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/agaaming__av_ex__sp65577_0.mp4
Agaaming iwidi ningii'-onjikadaan bezhig nindabwi.,I left one of my paddles across the lake.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/agaaming___ex38__nj520013_0.mp4
Nookomis madwe-biibaagi agaaming.,You can hear my grandmother calling across the lake.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/agaaming___ex39__nj520013_0.mp4
Memindage naa gii-migoshkaadendaagwad apane gii-miigaading.,It is especially worrisome because of the wars that are going on all the time.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/migoshkaadendaagwad__ii_ex__sp66907_0.mp4
Memindage ogagwe-gaachiji'aan.,She tried hard to get his attention.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/memindage___ex112__nj520025_0.mp4
Wiidanokiim awedi inini iwidi endananokiid.,Work with that man working over there.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/wiidanokiim__ta_ex__sp65467_0.mp4
Owiidanokiimaan iniwen ininiwan.,He's working with that man.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/wiidanokiim__ta_ex__rg68374_0.mp4
Awenen waa'-wiidanokiimik wii'-ozhitooyeg giwaakaa'igan.,Who is going to work with you when you guys build your house.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/wiidanokiim___ex69__nj525030.mp4
