ojibwe,english,fst_readings,speaker
Gomaa go akwegad adoopowiniigin.,The table cloth is such and such a length.,"[{'word_form': 'gomaa', 'fst_analyses': ['gomaa+ADVDeg']}, {'word_form': 'go', 'fst_analyses': ['go+PCDisc']}, {'word_form': 'akwegad', 'fst_analyses': ['akwegad+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': 'adoopowiniigin', 'fst_analyses': ['adoopowiniigin+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}]",nj
Obwaanawi'aan ji-bakonaad waaboozoon; onzaam okanaapinewininjii.,She's not able to skin a rabbit because of the arthritis in her hands.,"[{'word_form': ""obwaanawi'aan"", 'fst_analyses': [""bwaanawi'+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj"", ""bwaanawi'+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj""]}, {'word_form': 'ji-bakonaad', 'fst_analyses': ['PVTense/daa+bakon+VTA+Cnj+Pos+Neu+3SgProxSubj+3SgObvObj', 'PVTense/ga+bakon+VTA+Cnj+Pos+Neu+3SgProxSubj+3SgObvObj', 'PVTense/daa+bakon+VTA+Cnj+Pos+Neu+3SgProxSubj+3PlObvObj', 'PVTense/ga+bakon+VTA+Cnj+Pos+Neu+3SgProxSubj+3PlObvObj']}, {'word_form': 'waaboozoon;', 'fst_analyses': []}, {'word_form': 'onzaam', 'fst_analyses': ['onzaam+ADVQnt']}, {'word_form': 'okanaapinewininjii', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]",nj
Nancy waabanda'iwe ezhichigeng gii-bakonindwaa awesiinyag.,Nancy demonstrates the way animals are skinned.,"[{'word_form': 'nancy', 'fst_analyses': []}, {'word_form': ""waabanda'iwe"", 'fst_analyses': [""waabanda'iwe+VAI+Ind+Pos+Neu+3SgProxSubj""]}, {'word_form': 'ezhichigeng', 'fst_analyses': []}, {'word_form': 'gii-bakonindwaa', 'fst_analyses': ['PVTense/gii+bakon+VTA+Cnj+Pos+Neu+XSubj+3PlProxObj']}, {'word_form': 'awesiinyag', 'fst_analyses': ['awesiinh+NA+ProxPl']}, {'word_form': '.', 'fst_analyses': []}]",nj
Gaawiin obagidinaasii' oniijaanisa' ji-niibaashkaanid.,She doesn't let her children be out at night.,"[{'word_form': 'gaawiin', 'fst_analyses': ['gaawiin+ADVNeg']}, {'word_form': ""obagidinaasii'"", 'fst_analyses': ['bagidin+VTA+Ind+Neg+Neu+3SgProxSubj+3PlObvObj']}, {'word_form': ""oniijaanisa'"", 'fst_analyses': ['niijaanis+NAD+ObvPl+3SgProxPoss']}, {'word_form': 'ji-niibaashkaanid', 'fst_analyses': ['PVTense/daa+niibaashkaa+VAI+Cnj+Pos+Neu+3PlObvSubj', 'PVTense/ga+niibaashkaa+VAI+Cnj+Pos+Neu+3PlObvSubj', 'PVTense/daa+niibaashkaa+VAI+Cnj+Pos+Neu+3SgObvSubj', 'PVTense/ga+niibaashkaa+VAI+Cnj+Pos+Neu+3SgObvSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Gego bagidinaaken ji-bagidanaamonotawik.,Don't let him breathe on you.,"[{'word_form': 'gego', 'fst_analyses': ['gego+ADVNeg']}, {'word_form': 'bagidinaaken', 'fst_analyses': ['bagidin+VTA+Imp+Prb+2SgSubj+3PlProxObj', 'bagidin+VTA+Imp+Prb+2SgSubj+3SgProxObj']}, {'word_form': 'ji-bagidanaamonotawik', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]",nj
Onzaamiinowag awesiinyag noopimiing. Gaye giin gidaa-andawenjige.,There's a lot of animals in the woods. You too should go hunting.,"[{'word_form': 'onzaamiinowag', 'fst_analyses': ['onzaamiino+VAI+Ind+Pos+Neu+3PlProxSubj']}, {'word_form': 'awesiinyag', 'fst_analyses': ['awesiinh+NA+ProxPl']}, {'word_form': 'noopimiing', 'fst_analyses': ['noopimiing+ADVLoc']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'gaye', 'fst_analyses': ['gaye+ADVConj']}, {'word_form': 'giin', 'fst_analyses': ['giin+PRONPer+NA+2Sg']}, {'word_form': 'gidaa-andawenjige', 'fst_analyses': ['PVTense/daa+andawenjige+VAI+Ind+Pos+Neu+2SgSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Manoominiwazh odagwaasidoon gaa-gii-pawa'ang.,The rice picker took a whole bag of rice out of her canoe.,"[{'word_form': 'manoominiwazh', 'fst_analyses': ['manoominiwazh+NI+Sg']}, {'word_form': 'odagwaasidoon', 'fst_analyses': ['agwaasidoon+VTI+Ind+Pos+Neu+3SgProxSubj+0SgObj']}, {'word_form': ""gaa-gii-pawa'ang"", 'fst_analyses': [""PVSub/gaa+PVTense/gii+bawa'am+VAI+Cnj+Pos+Neu+3SgProxSubj"", ""PVSub/gaa+PVTense/gii+bawa'an+VTI+Cnj+Pos+Neu+3SgProxSubj+0PlObj"", ""PVSub/gaa+PVTense/gii+bawa'an+VTI+Cnj+Pos+Neu+3SgProxSubj+0SgObj"", ""PVTense/gii+PVTense/gii+bawa'am+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead"", ""PVTense/gii+PVTense/gii+bawa'am+VAI+Pcp+Pos+Neu+3PlProxSubj+3PlProxHead""]}, {'word_form': '.', 'fst_analyses': []}]",nj
Dibikong gii-kwanabibizowag niizh ininiwag. Bezhig gegaa gii'-nisaabaawe.,Last night two men capsized (their motor boat). One nearly drowned.,"[{'word_form': 'dibikong', 'fst_analyses': ['dibikong+ADVTmp']}, {'word_form': 'gii-kwanabibizowag', 'fst_analyses': ['PVTense/gii+gwanabibizo+VAI+Ind+Pos+Neu+3PlProxSubj']}, {'word_form': 'niizh', 'fst_analyses': ['niizh+NUM']}, {'word_form': 'ininiwag', 'fst_analyses': ['inini+NA+ProxPl']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'bezhig', 'fst_analyses': ['bezhig+NUM']}, {'word_form': 'gegaa', 'fst_analyses': ['gegaa+ADVDeg']}, {'word_form': ""gii'-nisaabaawe"", 'fst_analyses': [""PVTense/gii'+nisaabaawe+VAI+Ind+Pos+Neu+3SgProxSubj"", ""PVTense/gii'+nisaabaawe+VII+Ind+Pos+Neu+0SgSubj""]}, {'word_form': '.', 'fst_analyses': []}]",nj
Ningaabii'anong ondwewidamoog animikiig gii-bimwewidamowaad.,The Thunderbirds come from the west as they go by us.,"[{'word_form': ""ningaabii'anong"", 'fst_analyses': [""ningaabii'an+NI+Loc"", ""ningaabii'anong+ADVLoc""]}, {'word_form': 'ondwewidamoog', 'fst_analyses': ['ondwewidam+VAI+Ind+Pos+Neu+3PlProxSubj']}, {'word_form': 'animikiig', 'fst_analyses': ['animikii+NA+ProxPl']}, {'word_form': 'gii-bimwewidamowaad', 'fst_analyses': ['PVTense/gii+bimwewidam+VAI+Cnj+Pos+Neu+3PlProxSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Mooz animibatoo. Jiigaakwaang ani-apatoo.,A moose is running away. He's running along the edge of the trees.,"[{'word_form': 'mooz', 'fst_analyses': ['moonz+NA+ProxSg', 'mooz+NA+ProxSg']}, {'word_form': 'animibatoo', 'fst_analyses': ['animibatoo+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'jiigaakwaang', 'fst_analyses': ['jiigaakwaang+ADVLoc']}, {'word_form': 'ani-apatoo', 'fst_analyses': ['PVDir/ani+apatoo+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Gii'-agozigwaji gii-dasoozod amik.,The beaver got stuck to the ice when it was in the trap.,"[{'word_form': ""gii'-agozigwaji"", 'fst_analyses': [""PVTense/gii'+agozigwaji+VAI+Ind+Pos+Neu+3SgProxSubj""]}, {'word_form': 'gii-dasoozod', 'fst_analyses': ['PVTense/gii+dasoozo+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': 'amik', 'fst_analyses': ['amik+NA+ProxSg']}, {'word_form': '.', 'fst_analyses': []}]",nj
Apane gaye ogikinoo'amawaan oozhisan.,He teaches his grandchild all the time.,"[{'word_form': 'apane', 'fst_analyses': ['apane+ADVTmp']}, {'word_form': 'gaye', 'fst_analyses': ['gaye+ADVConj']}, {'word_form': ""ogikinoo'amawaan"", 'fst_analyses': [""gikinoo'amaw+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj"", ""gikinoo'amaw+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj""]}, {'word_form': 'oozhisan', 'fst_analyses': ['oozhis+NAD+ObvPl+3SgProxPoss', 'oozhis+NAD+ObvSg+3SgProxPoss']}, {'word_form': '.', 'fst_analyses': []}]",nj
Ninaabinootaan owe dibaajimowin. Gaawiin niin nindoodaya'iimisiin.,I'm passing on this story. It's not my own.,"[{'word_form': 'ninaabinootaan', 'fst_analyses': ['naabinootan+VTI+Ind+Pos+Neu+1SgSubj+0SgObj']}, {'word_form': 'owe', 'fst_analyses': ['owe+PRONDem+NI+Sg']}, {'word_form': 'dibaajimowin', 'fst_analyses': ['dibaajimowin+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'gaawiin', 'fst_analyses': ['gaawiin+ADVNeg']}, {'word_form': 'niin', 'fst_analyses': ['niin+PRONPer+NA+1Sg']}, {'word_form': ""nindoodaya'iimisiin"", 'fst_analyses': [""odaya'iimi+VAI+Ind+Neg+Neu+1SgSubj""]}, {'word_form': '.', 'fst_analyses': []}]",nj
Ando-bakinasabiidaa.,Let's go take the net out.,"[{'word_form': 'ando-bakinasabiidaa', 'fst_analyses': ['PVLex/ando+bakinasabii+VAI+Imp+Del+InclSubj', 'PVLex/ando+bakinasabii+VAI+Imp+Sim+InclSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Bijiinag igo biidaabang giga-bakinasabiimin.,We'll pull out our net as early as dawn.,"[{'word_form': 'bijiinag', 'fst_analyses': ['bijiinag+ADVTmp']}, {'word_form': 'igo', 'fst_analyses': ['igo+PCEmph']}, {'word_form': 'biidaabang', 'fst_analyses': ['biidaaban+VII+Cnj+Pos+Neu+0SgSubj', 'biidaaban+VII+Cnj+Pos+Neu+0PlSubj']}, {'word_form': 'giga-bakinasabiimin', 'fst_analyses': ['PVTense/ga+bakinasabii+VAI+Ind+Pos+Neu+InclSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Babiizigitaagozi gaa-bi-ganoozhid zhebaa. Agaawaa go ninisidotawaa.,He sounded hoarse when I called him this morning. I could barely understand him.,"[{'word_form': 'babiizigitaagozi', 'fst_analyses': ['babiizigitaagozi+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'gaa-bi-ganoozhid', 'fst_analyses': ['PVSub/gaa+PVDir/bi+ganoozh+VTA+Cnj+Pos+Neu+3SgProxSubj+1SgObj']}, {'word_form': 'zhebaa', 'fst_analyses': ['zhebaa+ADVTmp']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'agaawaa', 'fst_analyses': ['agaawaa+ADVDeg']}, {'word_form': 'go', 'fst_analyses': ['go+PCDisc']}, {'word_form': 'ninisidotawaa', 'fst_analyses': ['nisidotaw+VTA+Ind+Pos+Neu+1SgSubj+3SgProxObj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Aabita eta odizhi-dakobidoon omakizineyaab.,He only laced his shoe halfway up.,"[{'word_form': 'aabita', 'fst_analyses': ['aabita+NUM']}, {'word_form': 'eta', 'fst_analyses': ['eta+ADVDeg']}, {'word_form': 'odizhi-dakobidoon', 'fst_analyses': ['PVRel/izhi+dakobidoon+VTI+Ind+Pos+Neu+3SgProxSubj+0SgObj']}, {'word_form': 'omakizineyaab', 'fst_analyses': ['makizineyaab+NI+Sg+3SgProxPoss']}, {'word_form': '.', 'fst_analyses': []}]",nj
Aabita na gidaa-miizh nooka'iiwagwaan.,Could you give me half of the pemmican?,"[{'word_form': 'aabita', 'fst_analyses': ['aabita+NUM']}, {'word_form': 'na', 'fst_analyses': ['na+PCDisc']}, {'word_form': 'gidaa-miizh', 'fst_analyses': ['PVTense/daa+miizh+VTA+Ind+Pos+Neu+2SgSubj+1SgObj']}, {'word_form': ""nooka'iiwagwaan"", 'fst_analyses': [""nooka'iiwagwaan+NI+Sg""]}, {'word_form': '.', 'fst_analyses': []}]",nj
Aabita ogii'-izhi-nagishkawaawaan omaamaayiwaan gii-bagidinimind aakoziiwigamigong.,They met their mother halfway when she was released from the hospital.,"[{'word_form': 'aabita', 'fst_analyses': ['aabita+NUM']}, {'word_form': ""ogii'-izhi-nagishkawaawaan"", 'fst_analyses': [""PVTense/gii'+PVRel/izhi+nagishkaw+VTA+Ind+Pos+Neu+3PlProxSubj+3PlObvObj"", ""PVTense/gii'+PVRel/izhi+nagishkaw+VTA+Ind+Pos+Neu+3PlProxSubj+3SgObvObj""]}, {'word_form': 'omaamaayiwaan', 'fst_analyses': ['maamaa+NAD+ObvSg+3PlProxPoss', 'maamaay+NAD+ObvSg+3PlProxPoss', 'maamaa+NAD+ObvPl+3PlProxPoss', 'maamaay+NAD+ObvPl+3PlProxPoss']}, {'word_form': 'gii-bagidinimind', 'fst_analyses': ['PVTense/gii+bagidin+VTA+Cnj+Pos+Neu+XSubj+3SgObvObj', 'PVTense/gii+bagidin+VTA+Cnj+Pos+Neu+XSubj+3PlObvObj']}, {'word_form': 'aakoziiwigamigong', 'fst_analyses': ['aakoziiwigamig+NI+Loc']}, {'word_form': '.', 'fst_analyses': []}]",nj
Gaawiin wiikaa anooj igo gidayinaasii gichi-anishinaabe.,Never say bad things to an elder.,"[{'word_form': 'gaawiin', 'fst_analyses': ['gaawiin+ADVNeg']}, {'word_form': 'wiikaa', 'fst_analyses': ['wiikaa+ADVTmp']}, {'word_form': 'anooj', 'fst_analyses': ['anooj+ADVQnt']}, {'word_form': 'igo', 'fst_analyses': ['igo+PCEmph']}, {'word_form': 'gidayinaasii', 'fst_analyses': []}, {'word_form': 'gichi-anishinaabe', 'fst_analyses': ['PNLex/gichi+anishinaabe+NA+ProxSg', 'gichi-anishinaabe+NA+ProxSg', 'PNLex/chi+anishinaabe+NA+ProxSg+2SgPoss']}, {'word_form': '.', 'fst_analyses': []}]",nj
Maamakaaj ingii'-inendam gaa-inaajimotawid.,I thought what he told me was amazing.,"[{'word_form': 'maamakaaj', 'fst_analyses': ['maamakaaj+ADVMan']}, {'word_form': ""ingii'-inendam"", 'fst_analyses': [""PVTense/gii'+inendam+VAI+Ind+Pos+Neu+1SgSubj""]}, {'word_form': 'gaa-inaajimotawid', 'fst_analyses': ['PVSub/gaa+inaajimotaw+VTA+Cnj+Pos+Neu+3SgProxSubj+1SgObj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Niwii'-agwinjidoon nindabwewin ji-nookagwindeg gaa-gii-kabaachigaadeg imaa nindabwewining.,I'm going to soak my frying pan so what was boiled in it (oatmeal) will soften up.,"[{'word_form': ""niwii'-agwinjidoon"", 'fst_analyses': [""PVTense/wii'+agwinjidoon+VTI+Ind+Pos+Neu+1SgSubj+0SgObj""]}, {'word_form': 'nindabwewin', 'fst_analyses': ['abwewin+NI+Sg+1SgPoss']}, {'word_form': 'ji-nookagwindeg', 'fst_analyses': ['PVTense/daa+nookagwinde+VII+Cnj+Pos+Neu+0SgSubj', 'PVTense/ga+nookagwinde+VII+Cnj+Pos+Neu+0SgSubj', 'PVTense/daa+nookagwinde+VII+Cnj+Pos+Neu+0PlSubj', 'PVTense/ga+nookagwinde+VII+Cnj+Pos+Neu+0PlSubj']}, {'word_form': 'gaa-gii-kabaachigaadeg', 'fst_analyses': ['PVSub/gaa+PVTense/gii+gabaachigaade+VII+Cnj+Pos+Neu+0SgSubj', 'PVSub/gaa+PVTense/gii+gabaachigaade+VII+Cnj+Pos+Neu+0PlSubj', 'PVTense/gii+PVTense/gii+gabaachigaade+VII+Pcp+Pos+Neu+0SgSubj+0SgHead']}, {'word_form': 'imaa', 'fst_analyses': ['imaa+ADVLoc']}, {'word_form': 'nindabwewining', 'fst_analyses': ['abwewin+NI+Loc+1SgPoss']}, {'word_form': '.', 'fst_analyses': []}]",nj
Gaawiin ganage ningii-tiba'aamaagosii gaa-gii'-anokiitawag.,The one I worked for didn't even pay me.,"[{'word_form': 'gaawiin', 'fst_analyses': ['gaawiin+ADVNeg']}, {'word_form': 'ganage', 'fst_analyses': ['ganage+ADVMan']}, {'word_form': ""ningii-tiba'aamaagosii"", 'fst_analyses': []}, {'word_form': ""gaa-gii'-anokiitawag"", 'fst_analyses': [""PVSub/gaa+PVTense/gii'+anokiitaw+VTA+Cnj+Pos+Neu+1SgSubj+3SgProxObj""]}, {'word_form': '.', 'fst_analyses': []}]",nj
Agwaase mikwam gii-babaamaa'ogod gii-ziigwang.,The ice comes up on shore when it drifts around in the spring.,"[{'word_form': 'agwaase', 'fst_analyses': ['agwaase+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'mikwam', 'fst_analyses': ['mikwam+NA+ProxSg']}, {'word_form': ""gii-babaamaa'ogod"", 'fst_analyses': [""PVTense/gii+babaamaa'ogo+VAI+Cnj+Pos+Neu+3SgProxSubj""]}, {'word_form': 'gii-ziigwang', 'fst_analyses': ['PVTense/gii+ziigwan+VII+Cnj+Pos+Neu+0SgSubj', 'PVTense/gii+ziigwan+VII+Cnj+Pos+Neu+0PlSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Giin ina ogowe giminjikaawanag.,Are these your mitts?,"[{'word_form': 'giin', 'fst_analyses': ['giin+PRONPer+NA+2Sg']}, {'word_form': 'ina', 'fst_analyses': ['ina+PCDisc']}, {'word_form': 'ogowe', 'fst_analyses': ['ogowe+PRONDem+NA+ProxPl']}, {'word_form': 'giminjikaawanag', 'fst_analyses': ['minjikaawan+NA+ProxPl+2SgPoss']}, {'word_form': '.', 'fst_analyses': []}]",nj
Miziwe onjiiwag ogowe anishinaabeg gaa-zhooshkwaada'ewaad.,These Indian hockey players come from all over.,"[{'word_form': 'miziwe', 'fst_analyses': ['miziwe+ADVLoc']}, {'word_form': 'onjiiwag', 'fst_analyses': ['onjii+VAI+Ind+Pos+Neu+3PlProxSubj']}, {'word_form': 'ogowe', 'fst_analyses': ['ogowe+PRONDem+NA+ProxPl']}, {'word_form': 'anishinaabeg', 'fst_analyses': ['anishinaabe+NA+ProxPl']}, {'word_form': ""gaa-zhooshkwaada'ewaad"", 'fst_analyses': [""PVSub/gaa+zhooshkwaada'e+VAI+Cnj+Pos+Neu+3PlProxSubj""]}, {'word_form': '.', 'fst_analyses': []}]",nj
Wiinitwaa gaa-bezhigooged akiwenzii. Gaawiin nitaa-biinichigesii.,The old bachelor has a dirty house. He doesn't know how to keep it clean.,"[{'word_form': 'wiinitwaa', 'fst_analyses': ['wiinitwaa+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'gaa-bezhigooged', 'fst_analyses': ['PVSub/gaa+bezhigooge+VAI+Cnj+Pos+Neu+3SgProxSubj', 'PVTense/gii+bezhigooge+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead']}, {'word_form': 'akiwenzii', 'fst_analyses': ['akiwenzii+NA+ProxSg']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'gaawiin', 'fst_analyses': ['gaawiin+ADVNeg']}, {'word_form': 'nitaa-biinichigesii', 'fst_analyses': ['PVLex/nitaa+biinichige+VAI+Ind+Neg+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Agaaming inakwazhiwen.,Paddle across the lake.,"[{'word_form': 'agaaming', 'fst_analyses': ['agaaming+ADVLoc']}, {'word_form': 'inakwazhiwen', 'fst_analyses': ['inakwazhiwe+VAI+Imp+Sim+2SgSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Agaaming iwidi ningii'-onjikadaan bezhig nindabwi.,I left one of my paddles across the lake.,"[{'word_form': 'agaaming', 'fst_analyses': ['agaaming+ADVLoc']}, {'word_form': 'iwidi', 'fst_analyses': ['iwidi+ADVLoc']}, {'word_form': ""ningii'-onjikadaan"", 'fst_analyses': []}, {'word_form': 'bezhig', 'fst_analyses': ['bezhig+NUM']}, {'word_form': 'nindabwi', 'fst_analyses': ['abwi+NI+Sg+1SgPoss']}, {'word_form': '.', 'fst_analyses': []}]",nj
Nookomis madwe-biibaagi agaaming.,You can hear my grandmother calling across the lake.,"[{'word_form': 'nookomis', 'fst_analyses': ['ookomis+NAD+ProxSg+1SgPoss']}, {'word_form': 'madwe-biibaagi', 'fst_analyses': ['PVLex/madwe+biibaagi+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'agaaming', 'fst_analyses': ['agaaming+ADVLoc']}, {'word_form': '.', 'fst_analyses': []}]",nj
Memindage ogagwe-gaachiji'aan.,She tried hard to get his attention.,"[{'word_form': 'memindage', 'fst_analyses': ['memindage+ADVMan']}, {'word_form': ""ogagwe-gaachiji'aan"", 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]",nj
Awenen waa'-wiidanokiimik wii'-ozhitooyeg giwaakaa'igan.,Who is going to work with you when you guys build your house.,"[{'word_form': 'awenen', 'fst_analyses': ['awenen+PRONInter+NA+ProxSg']}, {'word_form': ""waa'-wiidanokiimik"", 'fst_analyses': []}, {'word_form': ""wii'-ozhitooyeg"", 'fst_analyses': [""PVTense/wii'+ozhitoon+VTI+Cnj+Pos+Neu+2PlSubj+0PlObj"", ""PVTense/wii'+ozhitoon+VTI+Cnj+Pos+Neu+2PlSubj+0SgObj""]}, {'word_form': ""giwaakaa'igan"", 'fst_analyses': [""waakaa'igan+NI+Sg+2SgPoss""]}, {'word_form': '.', 'fst_analyses': []}]",nj
Aabitawagaam ningii'-izhi-naga'waa nimishoomis.,I met my grandfather halfway down the lake.,"[{'word_form': 'aabitawagaam', 'fst_analyses': ['aabitawagaam+ADVLoc']}, {'word_form': ""ningii'-izhi-naga'waa"", 'fst_analyses': [""PVTense/gii'+PVRel/izhi+naga'wi+VTA+Ind+Pos+Neu+1SgSubj+3SgProxObj"", ""PVTense/gii'+PVRel/izhi+naga'+VTA+Ind+Pos+Neu+1SgSubj+3SgProxObj""]}, {'word_form': 'nimishoomis', 'fst_analyses': ['mishoomis+NAD+ProxSg+1SgPoss']}, {'word_form': '.', 'fst_analyses': []}]",nj
Aandi go gaa'-izhi-atooyan.,Where the hell did you put it?,"[{'word_form': 'aandi', 'fst_analyses': ['aandi+ADVInter']}, {'word_form': 'go', 'fst_analyses': ['go+PCDisc']}, {'word_form': ""gaa'-izhi-atooyan"", 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]",nj
Ingoji go ningii'-izhi-waabamaa John. Gaawiin dash niminjimendanziin aandi go gaa-gii'-izhi-waabamag.,I've seen John someplace but I can't remember where where I saw him,"[{'word_form': 'ingoji', 'fst_analyses': ['ingoji+ADVDeg']}, {'word_form': 'go', 'fst_analyses': ['go+PCDisc']}, {'word_form': ""ningii'-izhi-waabamaa"", 'fst_analyses': [""PVTense/gii'+PVRel/izhi+waabam+VTA+Ind+Pos+Neu+1SgSubj+3SgProxObj""]}, {'word_form': 'john', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'gaawiin', 'fst_analyses': ['gaawiin+ADVNeg']}, {'word_form': 'dash', 'fst_analyses': ['dash+ADVConj']}, {'word_form': 'niminjimendanziin', 'fst_analyses': ['minjimendam+VAI+Ind+Neg+Neu+1SgSubj', 'minjimendan+VTI+Ind+Neg+Neu+1SgSubj+0SgObj']}, {'word_form': 'aandi', 'fst_analyses': ['aandi+ADVInter']}, {'word_form': 'go', 'fst_analyses': ['go+PCDisc']}, {'word_form': ""gaa-gii'-izhi-waabamag"", 'fst_analyses': [""PVSub/gaa+PVTense/gii'+PVRel/izhi+waabam+VTA+Cnj+Pos+Neu+1SgSubj+3SgProxObj""]}, {'word_form': '.', 'fst_analyses': []}]",nj
Owiipendaan ozhooniyaa-mashkimodens. Naniizaanendam ji-gimoodimind.,He sleeps with his wallet. He's afraid someone's going to steal it from him.,"[{'word_form': 'owiipendaan', 'fst_analyses': ['wiipendan+VTI+Ind+Pos+Neu+3SgProxSubj+0SgObj']}, {'word_form': 'ozhooniyaa-mashkimodens', 'fst_analyses': ['zhooniyaa-mashkimod+NI+Dim+Sg+3SgProxPoss']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'naniizaanendam', 'fst_analyses': []}, {'word_form': 'ji-gimoodimind', 'fst_analyses': ['PVTense/daa+gimoodim+VTA+Cnj+Pos+Neu+XSubj+3SgProxObj', 'PVTense/ga+gimoodim+VTA+Cnj+Pos+Neu+XSubj+3SgProxObj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Ajidamoo ningii-kiishkaanowebinaa wanakwaanow.,I broke off the tip of the squirrel's tail (when skinning the squirrel).,"[{'word_form': 'ajidamoo', 'fst_analyses': ['ajidamoo+NA+ProxSg']}, {'word_form': 'ningii-kiishkaanowebinaa', 'fst_analyses': ['PVTense/gii+giishkaanowebizh+VTA+Ind+Pos+Neu+1SgSubj+3SgProxObj']}, {'word_form': 'wanakwaanow', 'fst_analyses': ['wanakwaanow+ADVLoc']}, {'word_form': '.', 'fst_analyses': []}]",nj
Oniisaaboonaa' mitigoo'.,S/he is moving logs down the rapids.,"[{'word_form': ""oniisaaboonaa'"", 'fst_analyses': ['niisaaboozh+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj']}, {'word_form': ""mitigoo'"", 'fst_analyses': ['mitig+NA+ObvPl']}, {'word_form': '.', 'fst_analyses': []}]",nj
Nancy waabanda'iwe ezhichigeng gii-bakonindwaa awesiinyag.,Nancy demonstrates the way animals are skinned.,"[{'word_form': 'nancy', 'fst_analyses': []}, {'word_form': ""waabanda'iwe"", 'fst_analyses': [""waabanda'iwe+VAI+Ind+Pos+Neu+3SgProxSubj""]}, {'word_form': 'ezhichigeng', 'fst_analyses': []}, {'word_form': 'gii-bakonindwaa', 'fst_analyses': ['PVTense/gii+bakon+VTA+Cnj+Pos+Neu+XSubj+3PlProxObj']}, {'word_form': 'awesiinyag', 'fst_analyses': ['awesiinh+NA+ProxPl']}, {'word_form': '.', 'fst_analyses': []}]",nj
Neyaashiing danaakizige waa'-izhi-gitiged naagaj.,He's burning the brush out on the point where's he's going to plant his garden later.,"[{'word_form': 'neyaashiing', 'fst_analyses': ['neyaashi+NI+Loc']}, {'word_form': 'danaakizige', 'fst_analyses': ['danaakizige+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': ""waa'-izhi-gitiged"", 'fst_analyses': [""PVTense/wii'+PVRel/izhi+gitige+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead""]}, {'word_form': 'naagaj', 'fst_analyses': ['naagaj+ADVQnt']}, {'word_form': '.', 'fst_analyses': []}]",nj
